ParcelID,Address,Ward,Neigh,AssN,Usage,Description,Front,Side I,LotSF,Add#,Street
44620500100,4630 Ashland Av,4,56,307,Vacant Lot,,28.2,138.6,3662.0,4630,Ashland
44620500200,4628 Ashland Av,4,56,307,Vacant Lot,,28.0,146.0,3909.0,4628,Ashland
44620501700,4542 Ashland Av,4,56,307,Vacant Lot,,25.42,146.0,4857.34383,4542,Ashland
44620604100,4605-7 Greer Av,4,56,307,Vacant Lot,,40.0,130.0,5200.0,4605,Greer
44620604800,3114 Cora Av,4,56,307,Vacant Lot,,35.31,321.77,18426.0,3114,Cora
44620604900,3118-20 Cora Av,4,56,307,Vacant Lot,,40.0,124.0,4960.103327,3118,Cora
44620605000,3118R Cora Av,4,56,307,Vacant Lot,,26.0,30.0,900.021371,3118,Cora
44630000100,4470 Ashland Av,4,56,307,Vacant Lot,,34.58,130.5,4611.0,4470,Ashland
44630002200,3219 N Newstead Av,4,56,307,Vacant Lot,,40.0,125.0,3796.0,3219,Newstead
44630002300,3217 N Newstead Av,4,56,307,Vacant Lot,,28.58,120.0,3496.0,3217,Newstead
44630002400,3213 N Newstead Av,4,56,307,Vacant Lot,,28.58,120.0,3515.0,3213,Newstead
44630002500,3211 N Newstead Av,4,56,307,Vacant Lot,,28.58,120.0,3872.0,3211,Newstead
44630002600,3209 N Newstead Av,4,56,307,Vacant Lot,,28.58,120.0,3365.0,3209,Newstead
44630002700,3201-3 N Newstead Av,4,56,307,Vacant Lot,,57.33,120.0,6651.0,3201,Newstead
44690502300,3017 N Newstead Av,4,56,307,Vacant Lot,,21.07,99.09,2741.98403,3017,Newstead
44690502400,3015 N Newstead Av,4,56,307,Vacant Lot,,15.11,99.08,2065.75346,3015,Newstead
44690502500,3013 N Newstead Av,4,56,307,Vacant Lot,,16.8,90.8,1775.7147765,3013,Newstead
44690502700,3009 N Newstead Av,4,56,307,Vacant Lot,,16.05,99.9,2079.0,3009,Newstead
44690502800,3007 N Newstead Av,4,56,307,Vacant Lot,,16.42,99.75,1639.86823,3007,Newstead
44690503300,4425 Labadie Av,4,56,307,Vacant Lot,,25.0,165.0,3588.234379,4425,Labadie
44690503500,4429 Labadie Av,4,56,307,Vacant Lot,,42.5,165.0,7151.0,4429,Labadie
44690503800,4439 Labadie Av,4,56,307,Vacant Lot,,25.0,169.5,4125.0,4439,Labadie
44690505700,3020 N Taylor Av,4,56,307,Vacant Lot,,30.0,150.0,4456.01605,3020,Taylor
44790000200,4826 Labadie Av,4,55,307,Vacant Lot,,40.33,139.33,5631.0,4826,Labadie
44790000400,4818 Labadie Av,4,55,307,Vacant Lot,,25.0,140.0,3499.0,4818,Labadie
44790000600,4812-4 Labadie Av,4,55,307,Vacant Lot,,40.0,140.0,5608.122245,4812,Labadie
44790000700,4808 Labadie Av,4,55,307,Vacant Lot,,30.0,140.0,4211.0,4808,Labadie
44790000900,4802 Labadie Av,4,55,307,Vacant Lot,,33.0,139.33,4641.0,4802,Labadie
44790001200,4774 Labadie Av,4,55,307,Vacant Lot,,33.0,142.0,4652.5363195,4774,Labadie
44790002500,4722 Labadie Av,4,55,307,Vacant Lot,,50.0,144.25,7163.555567,4722,Labadie
44790003150,2909-17 Marcus Av,4,55,307,Vacant Lot,,70.85,48.85,3473.471947,2909,Marcus
44790003200,4705-7 St Louis Av,4,55,307,Vacant Lot,,36.31,159.0,5755.0,4705,St Louis
44790003300,4709 St Louis Av,4,55,307,Vacant Lot,,23.84,159.0,4814.0,4709,St Louis
44790004000,4731-5 St Louis Av,4,55,307,Vacant Lot,,72.5,163.0,11803.0,4731,St Louis
44790004100,4739 St Louis Av,4,55,307,Vacant Lot,,72.56,163.0,11864.0,4739,St Louis
44790004200,4745 St Louis Av,4,55,307,Vacant Lot,,60.0,167.0,9954.0,4745,St Louis
44790004300,4751 St Louis Av,4,55,307,Vacant Lot,,25.0,159.0,3975.0,4751,St Louis
44790004400,4753 St Louis Av,4,55,307,Vacant Lot,,25.0,165.0,4126.0,4753,St Louis
44790005700,4811 St Louis Av,4,55,307,Vacant Lot,,50.0,172.33,8474.0,4811,St Louis
44790005900,4823-5 St Louis Av,4,55,307,Vacant Lot,,40.0,172.7,8080.0,4823,St Louis
44790006000,4827 St Louis Av,4,55,307,Vacant Lot,,20.0,170.0,3202.0,4827,St Louis
44790006100,4829 St Louis Av,4,55,307,Vacant Lot,,20.0,170.0,3423.0,4829,St Louis
44800000100,4856 Greer Av,4,55,307,Vacant Lot,,25.0,155.0,3903.170692,4856,Greer
44800002400,4770 Greer Av,4,55,307,Vacant Lot,,25.0,155.0,4269.0,4770,Greer
44800007900,4851 Labadie Av,4,55,307,Vacant Lot,,35.0,155.0,5425.0,4851,Labadie
44800008200,4859 Labadie Av,4,55,307,Vacant Lot,,25.0,155.0,4348.0,4859,Labadie
44840501000,4834R Labadie Av,4,55,307,Vacant Lot,,15.0,240.0,3757.0,4834,Labadie
37120001100,4644 St Louis Av,4,56,308,Vacant Lot,,100.0,175.5,16560.0,4644,St Louis
37120001900,4643 Maffitt Av,4,56,308,Vacant Lot,,25.0,145.0,3354.0,4643,Maffitt
37120002300,4657 Maffitt Av,4,56,308,Vacant Lot,,37.06,56.07,2065.0,4657,Maffitt
37120002500,2806 Marcus Av,4,56,308,Vacant Lot,,25.0,150.0,3638.0,2806,Marcus
37120002600,2808 Marcus Av,4,56,308,Vacant Lot,,25.0,150.0,3634.0,2808,Marcus
37120002700,2810 Marcus Av,4,56,308,Vacant Lot,,25.0,150.0,3837.6844255,2810,Marcus
37120003000,2830 Marcus Av,4,56,308,Vacant Lot,,40.0,114.83,4462.5791545,2830,Marcus
37130001000,4616 Maffitt Av,4,56,308,Vacant Lot,,50.0,145.0,7634.98027,4616,Maffitt
37130001100,4610 Maffitt Av,4,56,308,Vacant Lot,,25.0,145.0,3916.327288,4610,Maffitt
37130001200,4608 Maffitt Av,4,56,308,Vacant Lot,,25.0,145.0,4277.6080945,4608,Maffitt
37130001300,4606 Maffitt Av,4,56,308,Vacant Lot,,25.0,145.0,3276.6406,4606,Maffitt
37130001400,4604 Maffitt Av,4,56,308,Vacant Lot,,25.0,145.0,3893.9794015,4604,Maffitt
37130001500,4602 Maffitt Av,4,56,308,Vacant Lot,,38.42,140.42,4906.8238,4602,Maffitt
37130002500,4635 Kennerly Av,4,56,308,Vacant Lot,,25.0,145.0,3928.662904,4635,Kennerly
37130002600,4637 Kennerly Av,4,56,308,Vacant Lot,,25.0,145.0,4028.836677,4637,Kennerly
37130002900,4645 Kennerly Av,4,56,308,Vacant Lot,,25.0,145.0,4258.31737,4645,Kennerly
37130003100,4651 Kennerly Av,4,56,308,Vacant Lot,,25.0,145.0,4172.363615,4651,Kennerly
37130003400,2708 Marcus Av,4,56,308,Vacant Lot,,25.0,150.0,3589.5948725,2708,Marcus
37130003500,2712 Marcus Av,4,56,308,Vacant Lot,,37.0,150.0,3530.5999365,2712,Marcus
37130003600,2716 Marcus Av,4,56,308,Vacant Lot,,38.0,150.0,5917.8147815,2716,Marcus
37800000200,4832 Leduc St,4,55,308,Vacant Lot,,23.28,239.71,5549.0,4832,Leduc
37800000700,4816R Leduc St,4,55,308,Vacant Lot,,72.0,113.0,8138.4153045,4816,Leduc
37800001900,4756 Leduc St,4,55,308,Vacant Lot,,25.0,236.83,5933.575593,4756,Leduc
37800003300,4712 Leduc St,4,55,308,Vacant Lot,,10.0,29.0,292.542389,4712,Leduc
37800003800,1733 Marcus Av,4,55,308,Vacant Lot,,50.0,130.0,6478.081015,1733,Marcus
37800004700,1703 Marcus Av,4,55,308,Vacant Lot,,28.75,160.0,4600.0,1703,Marcus
37800004900,4715-7 Cote Brilliante Av,4,55,308,Vacant Lot,,30.0,205.0,6150.0,4715,Cote Brilliante
37800005100,4723 Cote Brilliante Av,4,55,308,Vacant Lot,,25.0,205.0,5125.0,4723,Cote Brilliante
37800005200,4725 Cote Brilliante Av,4,55,308,Vacant Lot,,25.0,205.0,5125.02597,4725,Cote Brilliante
37800005300,4729 Cote Brilliante Av,4,55,308,Vacant Lot,,40.0,205.0,8200.168416,4729,Cote Brilliante
37800005800,4749 Cote Brilliante Av,4,55,308,Vacant Lot,,30.0,205.0,6150.0,4749,Cote Brilliante
37800005900,4755 Cote Brilliante Av,4,55,308,Vacant Lot,,50.0,205.0,10250.0,4755,Cote Brilliante
37800006100,4761 Cote Brilliante Av,4,55,308,Vacant Lot,,27.5,205.0,5637.562,4761,Cote Brilliante
37800006200,4763 Cote Brilliante Av,4,55,308,Vacant Lot,,42.5,205.0,8713.0,4763,Cote Brilliante
37800006400,4801 Cote Brilliante Av,4,55,308,Vacant Lot,,45.0,205.0,9225.0,4801,Cote Brilliante
37800006500,4803 Cote Brilliante Av,4,55,308,Vacant Lot,,30.0,205.0,6150.028413,4803,Cote Brilliante
37800006800,4813 Cote Brilliante Av,4,55,308,Vacant Lot,,30.0,205.0,6150.065727,4813,Cote Brilliante
37800006900,4817 Cote Brilliante Av,4,55,308,Vacant Lot,,33.33,205.0,6833.0,4817,Cote Brilliante
37800007200,4827 Cote Brilliante Av,4,55,308,Vacant Lot,,25.0,205.0,5125.0,4827,Cote Brilliante
37800007300,4829 Cote Brilliante Av,4,55,308,Vacant Lot,,25.0,205.0,5125.0,4829,Cote Brilliante
37800007600,1721R Marcus Av,4,55,308,Vacant Lot,,25.0,25.0,874.982546,1721,Marcus
37800007700,4719R Cote Brilliante Av,4,55,308,Vacant Lot,,30.0,90.0,2700.04262,4719,Cote Brilliante
37810005000,4759-61 Leduc St,4,55,308,Vacant Lot,,47.5,237.66,12730.0255715,4759,Leduc
37810005900,4807 Leduc St,4,55,308,Vacant Lot,,25.0,238.58,6414.0,4807,Leduc
37810006400,4829 Leduc St,4,55,308,Vacant Lot,,25.0,238.0,8251.964197,4829,Leduc
44700000100,4664 Kennerly Av,4,56,308,Vacant Lot,,24.25,100.0,2759.4118015,4664,Kennerly
44700000200,4662 Kennerly Av,4,56,308,Vacant Lot,,19.42,100.0,2045.6054595,4662,Kennerly
44700000300,4660 Kennerly Av,4,56,308,Vacant Lot,,20.08,100.0,2340.1060925,4660,Kennerly
44700000400,4658 Kennerly Av,4,56,308,Vacant Lot,,20.25,100.0,2097.602831,4658,Kennerly
44700000500,4656 Kennerly Av,4,56,308,Vacant Lot,,20.17,100.0,1659.453629,4656,Kennerly
44700000600,4654 Kennerly Av,4,56,308,Vacant Lot,,20.83,100.0,2511.4304565,4654,Kennerly
44700000700,4652 Kennerly Av,4,56,308,Vacant Lot,,29.0,134.75,4480.1837185,4652,Kennerly
44700000800,4648 Kennerly Av,4,56,308,Vacant Lot,,36.0,134.83,4064.3179785,4648,Kennerly
44700000900,4646 Kennerly Av,4,56,308,Vacant Lot,,33.0,134.83,4407.469319,4646,Kennerly
44700001500,4628-30 Kennerly Av,4,56,308,Vacant Lot,,45.0,134.66,6061.0,4628,Kennerly
44700001600,4624-6 Kennerly Av,4,56,308,Vacant Lot,,31.0,134.9,4383.0,4624,Kennerly
44700001700,4622 Kennerly Av,4,56,308,Vacant Lot,,25.0,134.75,3082.5313715,4622,Kennerly
44700001800,4620 Kennerly Av,4,56,308,Vacant Lot,,25.0,134.75,3334.0,4620,Kennerly
44700002100,4627 Cottage Av,4,56,308,Vacant Lot,,30.0,134.09,3859.7587095,4627,Cottage
44700002400,4637 Cottage Av,4,56,308,Vacant Lot,,29.0,134.09,4401.020993,4637,Cottage
44700002500,4639 Cottage Av,4,56,308,Vacant Lot,,29.11,134.09,3643.6612535,4639,Cottage
44700002600,4643 Cottage Av,4,56,308,Vacant Lot,,30.0,134.108,4369.564723,4643,Cottage
44700002800,4651 Cottage Av,4,56,308,Vacant Lot,,29.66,134.75,3569.576151,4651,Cottage
44700003000,4655 Cottage Av,4,56,308,Vacant Lot,,29.33,134.75,3821.599355,4655,Cottage
44700003400,2612 Marcus Av,4,56,308,Vacant Lot,,38.5,125.0,5452.037855,2612,Marcus
44700003500,2614 Marcus Av,4,56,308,Vacant Lot,,16.09,125.0,2015.914122,2614,Marcus
44700003600,2616 Marcus Av,4,56,308,Vacant Lot,,16.03,125.0,2245.6935675,2616,Marcus
44700003700,2618 Marcus Av,4,56,308,Vacant Lot,,17.0,125.0,2337.0772495,2618,Marcus
44710000900,4642 Cottage Av,4,56,308,Vacant Lot,,14.75,130.66,1849.52,4642,Cottage
44710001100,4638 Cottage Av,4,56,308,Vacant Lot,,17.58,130.66,1534.31,4638,Cottage
44710001200,4636 Cottage Av,4,56,308,Vacant Lot,,14.66,130.66,2081.0,4636,Cottage
44710001300,4634 Cottage Av,4,56,308,Vacant Lot,,17.75,130.66,2529.91,4634,Cottage
44710001400,4632 Cottage Av,4,56,308,Vacant Lot,,20.0,130.75,2175.0,4632,Cottage
44710001600,2519-21 Cora Av,4,56,308,Vacant Lot,,38.66,85.0,3810.1627035,2519,Cora
44710001700,2515-7 Cora Av,4,56,308,Vacant Lot,,36.42,85.0,2494.3631955,2515,Cora
44710002300,4649 St Ferdinand Av,4,56,308,Vacant Lot,,15.0,130.7,2132.9253875,4649,St Ferdinand
44710002400,4651 St Ferdinand Av,4,56,308,Vacant Lot,,18.25,130.708,1765.91052,4651,St Ferdinand
44720000100,4670 St Ferdinand Av,4,56,308,Vacant Lot,,30.5,130.5,4658.0,4670,St Ferdinand
44720000300,4666 St Ferdinand Av,4,56,308,Vacant Lot,,31.5,130.5,3724.0,4666,St Ferdinand
44720000600,4654-6 St Ferdinand Av,4,56,308,Vacant Lot,,40.0,130.5,4905.0,4654,St Ferdinand
44720000800,4646-8 St Ferdinand Av,4,56,308,Vacant Lot,,40.0,130.5,5188.0986975,4646,St Ferdinand
44720001500,4628 St Ferdinand Av,4,56,308,Vacant Lot,,25.0,130.5,4022.5576305,4628,St Ferdinand
44720003200,2410 Marcus Av,4,56,308,Vacant Lot,,40.0,135.0,3878.216318,2410,Marcus
44730000200,4646-8 North Market St,4,56,308,Vacant Lot,,30.0,138.0,3849.687478,4646,North Market
44730000300,4644 North Market St,4,56,308,Vacant Lot,,35.0,138.0,4852.0,4644,North Market
44730000400,4640 North Market St,4,56,308,Vacant Lot,,35.0,138.0,4168.72,4640,North Market
44740000300,4640 Leduc St,4,56,308,Vacant Lot,,35.0,138.0,4137.0,4640,Leduc
44750000300,4640 Cote Brilliante Av,4,56,308,Vacant Lot,,40.0,139.5,5520.0,4640,Cote Brilliante
44750000400,4630 Cote Brilliante Av,4,56,308,Vacant Lot,,65.0,139.5,8970.0,4630,Cote Brilliante
44750000800,4649 Aldine Av,4,56,308,Vacant Lot,,55.0,139.5,9895.0,4649,Aldine
44770102700,4700 Highland Av,4,55,308,Vacant Lot,,108.7,58.0,6670.441635,4700,Highland
44770104700,4807 Hammett Pl,4,55,308,Vacant Lot,,45.0,193.03,7417.0,4807,Hammett
44770105400,4829 Hammett Pl,4,55,308,Vacant Lot,,50.0,193.0,9659.0,4829,Hammett
44770105500,4831 Hammett Pl,4,55,308,Vacant Lot,,30.0,193.0,5794.0,4831,Hammett
44770200600,4822 Northland Av,4,55,308,Vacant Lot,,26.74,123.0,3284.0,4822,Northland
44770201100,4808 Northland Av,4,55,308,Vacant Lot,,28.0,123.92,3300.3363585,4808,Northland
44770201900,4764 Northland Av,4,55,308,Vacant Lot,,25.0,123.0,3171.0983735,4764,Northland
44770202000,4762 Northland Av,4,55,308,Vacant Lot,,28.0,123.83,3276.0,4762,Northland
44770202100,4760 Northland Av,4,55,308,Vacant Lot,,28.0,125.0,3497.0,4760,Northland
44770202800,4738 Northland Av,4,55,308,Vacant Lot,,30.0,123.0,3691.0,4738,Northland
44770203400,4722 Northland Av,4,55,308,Vacant Lot,,33.0,123.08,4089.38,4722,Northland
44770203500,4720 Northland Av,4,55,308,Vacant Lot,,33.0,123.08,5008.879323,4720,Northland
44770203600,4716 Northland Av,4,55,308,Vacant Lot,,34.0,125.08,3907.0,4716,Northland
44770204600,4721 Cupples Pl,4,55,308,Vacant Lot,,60.0,106.11,6961.0937805,4721,Cupples
44770204800,4735 Cupples Pl,4,55,308,Vacant Lot,,85.0,107.0,9185.0761265,4735,Cupples
44770205000,4741 Cupples Pl,4,55,308,Vacant Lot,,44.0,107.0,4641.0,4741,Cupples
44770205500,4761 Cupples Pl,4,55,308,Vacant Lot,,40.0,107.75,4150.95,4761,Cupples
44770205600,4763-5 Cupples Pl,4,55,308,Vacant Lot,,40.0,107.25,4711.582425,4763,Cupples
44771100900,4786 Cupples Pl,4,55,308,Vacant Lot,,40.0,115.0,4600.0,4786,Cupples
44771101400,4766 Cupples Pl,4,55,308,Vacant Lot,,40.0,115.0,4600.072973,4766,Cupples
44771101600,4758 Cupples Pl,4,55,308,Vacant Lot,,40.0,115.0,4600.0,4758,Cupples
44771101700,4754 Cupples Pl,4,55,308,Vacant Lot,,40.0,115.0,4600.132911,4754,Cupples
44771101900,4746 Cupples Pl,4,55,308,Vacant Lot,,40.0,118.25,4600.0,4746,Cupples
44771102000,4740 Cupples Pl,4,55,308,Vacant Lot,,40.0,115.0,4600.0,4740,Cupples
44771102300,4730 Cupples Pl,4,55,308,Vacant Lot,,40.0,115.0,4600.0,4730,Cupples
44771102500,4722 Cupples Pl,4,55,308,Vacant Lot,,40.0,115.0,4600.0,4722,Cupples
44771102600,4718 Cupples Pl,4,55,308,Vacant Lot,,40.0,115.0,4600.0,4718,Cupples
44771102800,4708 Cupples Pl,4,55,308,Vacant Lot,,40.0,115.0,4600.0,4708,Cupples
44780003000,4730-4 Maffitt Av,4,55,308,Vacant Lot,,50.0,133.0,6724.0,4730,Maffitt
44780003100,4728 Maffitt Av,4,55,308,Vacant Lot,,25.0,133.0,3433.0,4728,Maffitt
44780003400,4720 Maffitt Av,4,55,308,Vacant Lot,,25.0,133.0,2954.0,4720,Maffitt
44780004900,4733 Northland Av,4,55,308,Vacant Lot,,25.0,123.0,3075.0,4733,Northland
44780005000,4737 Northland Av,4,55,308,Vacant Lot,,24.0,133.0,3070.0,4737,Northland
44780005200,4741 Northland Av,4,55,308,Vacant Lot,,20.0,133.0,2660.0,4741,Northland
44780005600,4751 Northland Av,4,55,308,Vacant Lot,,25.0,133.0,2944.0,4751,Northland
44780006600,4805 Northland Av,4,55,308,Vacant Lot,,25.0,133.0,3144.0,4805,Northland
44840600200,4868 St Louis Av,4,55,308,Vacant Lot,,37.0,95.0,3517.0,4868,St Louis
44840600300,4864 St Louis Av,4,55,308,Vacant Lot,,37.0,95.0,3517.0,4864,St Louis
44840600900,4850 St Louis Av,4,55,308,Vacant Lot,,22.58,95.08,2145.0,4850,St Louis
44840601000,4848 St Louis Av,4,55,308,Vacant Lot,,20.06,95.0,1949.0,4848,St Louis
44850000600,4846 Maffitt Av,4,55,308,Vacant Lot,,33.0,125.5,4142.0,4846,Maffitt
44850001100,4841-3 Northland Av,4,55,308,Vacant Lot,,41.25,140.6,5792.0,4841,Northland
44850001300,4851-3 Northland Av,4,55,308,Vacant Lot,,42.0,140.0,5928.0,4851,Northland
44850001900,2718 N Euclid Av,4,55,308,Vacant Lot,,97.42,141.33,13786.0,2718,Euclid
44870501100,4847 Hammett Pl,4,55,308,Vacant Lot,,35.0,138.0,4830.0,4847,Hammett
44870601700,4837R Leduc St,4,55,308,Vacant Lot,,32.33,142.0,4704.7686935,4837,Leduc
44880000100,1712-4 N Euclid Av,4,55,308,Vacant Lot,,50.0,150.0,7500.0,1712,Euclid
44880001200,4852 Leduc St,4,55,308,Vacant Lot,,35.0,183.16,6513.0,4852,Leduc
50140000200,4826-8 St Louis Av,4,55,308,Vacant Lot,,40.07,150.0,6077.0,4826,St Louis
50140000500,4818 St Louis Av,4,55,308,Vacant Lot,,30.0,150.0,4159.0,4818,St Louis
50140000900,4806 St Louis Av,4,55,308,Vacant Lot,,30.0,150.0,4500.0,4806,St Louis
50140001700,4760 St Louis Av,4,55,308,Vacant Lot,,30.0,150.0,4587.0,4760,St Louis
50140002700,4730 St Louis Av,4,55,308,Vacant Lot,,30.0,145.0,4500.0,4730,St Louis
50140003000,4722 St Louis Av,4,55,308,Vacant Lot,,5.0,150.0,750.0,4722,St Louis
50140003200,4716 St Louis Av,4,55,308,Vacant Lot,,30.0,150.0,4488.0,4716,St Louis
50140003500,2817 Marcus Av,4,55,308,Vacant Lot,,30.0,135.0,3422.0,2817,Marcus
56380000300,1518 Dick Gregory Pl,4,56,308,Vacant Lot,,30.5,117.25,3843.0,1518,Dick Gregory
56380000400,1520 Dick Gregory Pl,4,56,308,Vacant Lot,,30.5,117.25,3133.0,1520,Dick Gregory
56380001300,1718 Dick Gregory Pl,4,56,308,Vacant Lot,,26.08,117.0,3354.2,1718,Dick Gregory
56380001400,1722 Dick Gregory Pl,4,56,308,Vacant Lot,,26.08,117.03,2848.0,1722,Dick Gregory
56380003200,1918-20 Dick Gregory Pl,4,56,308,Vacant Lot,,56.0,117.0,6553.0,1918,Dick Gregory
56380003300,1922 Dick Gregory Pl,4,56,308,Vacant Lot,,28.0,117.0,4047.23,1922,Dick Gregory
56380004000,1903 Cora Av,4,56,308,Vacant Lot,,33.33,141.75,3809.1075775,1903,Cora
56380005500,1709 Cora Av,4,56,308,Vacant Lot,,50.0,141.75,6923.07,1709,Cora
18690000800,3724 Cote Brilliante Av,4,59,309,Vacant Lot,,75.0,120.0,9000.0,3724,Cote Brilliante
18690002210,3727 Aldine Av,4,59,309,Vacant Lot,,18.53,120.0,2253.0,3727,Aldine
18690002600,3735 Aldine Av,4,59,309,Vacant Lot,,25.0,130.0,2649.0,3735,Aldine
18690002700,3737 Aldine Av,4,59,309,Vacant Lot,,25.0,120.0,3000.0,3737,Aldine
18690002800,3739 Aldine Av,4,59,309,Vacant Lot,,25.0,120.0,3000.0,3739,Aldine
18700000400,3730 Garfield Av,4,59,309,Vacant Lot,,30.5,120.0,3660.0,3730,Garfield
18700002300,3737 Cote Brilliante Av,4,59,309,Vacant Lot,,75.0,120.0,9000.0,3737,Cote Brilliante
18700002500,3743-51 Cote Brilliante Av,4,59,309,Vacant Lot,,126.17,120.0,15135.765456,3743,Cote Brilliante
18710001800,3721 Garfield Av,4,59,309,Vacant Lot,,25.0,120.0,3053.0,3721,Garfield
18710002000,3725 Garfield Av,4,59,309,Vacant Lot,,25.0,120.0,3064.57,3725,Garfield
18722200100,3744 Cottage Av,4,59,309,Vacant Lot,,23.0,39.75,803.0,3744,Cottage
18722203000,2512 Prairie Av,4,59,309,Vacant Lot,,19.33,100.5,1836.0,2512,Prairie
18722203100,2514 Prairie Av,4,59,309,Vacant Lot,,18.5,100.6,1923.100076,2514,Prairie
18722203200,2516 Prairie Av,4,59,309,Vacant Lot,,18.66,100.66,1872.9483385,2516,Prairie
18722203300,2518 Prairie Av,4,59,309,Vacant Lot,,18.75,100.83,2043.90949,2518,Prairie
18722203400,2520 Prairie Av,4,59,309,Vacant Lot,,18.42,77.83,1582.8378815,2520,Prairie
18780002500,3639 Garfield Av,4,59,309,Vacant Lot,,25.0,120.0,3118.0,3639,Garfield
18790000300,3642 Garfield Av,4,59,309,Vacant Lot,,29.0,120.0,3615.19,3642,Garfield
18790001400,3614 Garfield Av,4,59,309,Vacant Lot,,25.0,120.0,3135.14,3614,Garfield
18800000100,3650 Cote Brilliante Av,4,59,309,Vacant Lot,,23.46,120.0,3046.0,3650,Cote Brilliante
18800000600,3640 Cote Brilliante Av,4,59,309,Vacant Lot,,25.0,120.0,2775.0,3640,Cote Brilliante
18800000700,3636 Cote Brilliante Av,4,59,309,Vacant Lot,,25.0,120.0,3000.0,3636,Cote Brilliante
18800000800,3634 Cote Brilliante Av,4,59,309,Vacant Lot,,25.0,120.0,2864.0,3634,Cote Brilliante
18800000900,3632 Cote Brilliante Av,4,59,309,Vacant Lot,,25.0,120.0,2844.0,3632,Cote Brilliante
36300000157,3864-8 Lincoln Av,4,59,309,Vacant Lot,,50.0,84.5,4046.0,3864,Lincoln
36300000200,3862 Lincoln Av,4,59,309,Vacant Lot,,25.0,120.0,2753.0,3862,Lincoln
36300000300,3860 Lincoln Av,4,59,309,Vacant Lot,,25.0,120.0,3077.0,3860,Lincoln
36300000400,3858 Lincoln Av,4,59,309,Vacant Lot,,50.0,120.0,5913.0,3858,Lincoln
36300000800,3846 Lincoln Av,4,59,309,Vacant Lot,,50.0,120.0,6262.0,3846,Lincoln
36300001400,3824-6 Lincoln Av,4,59,309,Vacant Lot,,50.0,120.0,6019.0,3824,Lincoln
36300001500,3820 Lincoln Av,4,59,309,Vacant Lot,,25.0,120.0,2364.0,3820,Lincoln
36300001600,3814-8 Lincoln Av,4,59,309,Vacant Lot,,50.0,120.0,3627.0,3814,Lincoln
36300001800,2619 Prairie Av,4,59,309,Vacant Lot,,25.0,130.0,3078.0,2619,Prairie
36300002100,2607-11 Prairie Av,4,59,309,Vacant Lot,,24.0,130.0,3144.0,2607,Prairie
36300002400,3817 Cottage Av,4,59,309,Vacant Lot,,19.0,174.0,2835.0,3817,Cottage
36300002800,3829 Cottage Av,4,59,309,Vacant Lot,,25.0,120.0,2931.0,3829,Cottage
36300002900,3831 Cottage Av,4,59,309,Vacant Lot,,25.0,120.0,3029.0,3831,Cottage
36300003000,3837 Cottage Av,4,59,309,Vacant Lot,,50.0,120.0,5871.0,3837,Cottage
36300003100,3839 Cottage Av,4,59,309,Vacant Lot,,25.0,120.0,2890.0,3839,Cottage
36300003400,3847 Cottage Av,4,59,309,Vacant Lot,,25.0,120.0,3084.0,3847,Cottage
36300004100,2614-6 N Vandeventer Av,4,59,309,Vacant Lot,,35.5,50.0,2217.0,2614,Vandeventer
36310000200,2506-8 N Vandeventer Av,4,59,309,Vacant Lot,,17.67,100.0,4214.586501,2506,Vandeventer
36310000300,2510 N Vandeventer Av,4,59,309,Vacant Lot,,18.0,100.0,2037.092157,2510,Vandeventer
36310000400,2512 N Vandeventer Av,4,59,309,Vacant Lot,,15.0,100.0,1630.1931945,2512,Vandeventer
36310000500,2514 N Vandeventer Av,4,59,309,Vacant Lot,,33.0,100.0,3265.041858,2514,Vandeventer
36310000600,2516-8 N Vandeventer Av,4,59,309,Vacant Lot,,35.0,100.0,3322.9763595,2516,Vandeventer
36310000800,3858 Cottage Av,4,59,309,Vacant Lot,,25.0,120.0,3115.3685355,3858,Cottage
36310000900,3856 Cottage Av,4,59,309,Vacant Lot,,25.0,120.0,2866.170489,3856,Cottage
36310001000,3852 Cottage Av,4,59,309,Vacant Lot,,25.0,120.0,3162.119476,3852,Cottage
36310001100,3850 Cottage Av,4,59,309,Vacant Lot,,25.0,120.0,3152.0946675,3850,Cottage
36310002000,3822 Cottage Av,4,59,309,Vacant Lot,,25.0,120.0,2912.745495,3822,Cottage
36310002100,3820 Cottage Av,4,59,309,Vacant Lot,,25.0,120.0,3110.5454625,3820,Cottage
36310002200,3818 Cottage Av,4,59,309,Vacant Lot,,25.0,120.0,3010.0,3818,Cottage
36310002300,3816 Cottage Av,4,59,309,Vacant Lot,,25.0,120.0,3010.0,3816,Cottage
36310002400,3812 Cottage Av,4,59,309,Vacant Lot,,23.0,50.0,1214.779934,3812,Cottage
36310002600,2523 Prairie Av,4,59,309,Vacant Lot,,50.0,65.0,3266.0,2523,Prairie
36310002800,2517 Prairie Av,4,59,309,Vacant Lot,,25.0,130.0,4402.0,2517,Prairie
36310002900,2511-5 Prairie Av,4,59,309,Vacant Lot,,50.0,130.0,5686.8395265,2511,Prairie
36320000200,3860 St Ferdinand Av,4,59,309,Vacant Lot,,25.0,120.0,3000.0,3860,St Ferdinand
36320000300,3858 St Ferdinand Av,4,59,309,Vacant Lot,,25.0,120.0,3000.0082395,3858,St Ferdinand
36320000400,3856 St Ferdinand Av,4,59,309,Vacant Lot,,25.0,120.0,3000.0,3856,St Ferdinand
