ParcelID,Address,Ward,Neigh,AssN,Usage,Description,Value *,Front,Side1,LotSF,Add#,Street,laglng,latlng
43831600600,4138 Walbridge Pl,1,69,302,Vacant Lot,,,27.5,110.0,2628.2704595,4138,Walbridge,"{'lat': 38.679661, 'lng': -90.24669999999999}","{'lat': 38.679661, 'lng': -90.24669999999999}"
43831600700,4140 Walbridge Pl,1,69,302,Vacant Lot,,,17.58,110.0,2378.680905,4140,Walbridge,"{'lat': 38.679716, 'lng': -90.24665999999999}","{'lat': 38.679716, 'lng': -90.24665999999999}"
43831600800,4141 N Euclid Av,1,69,302,Vacant Lot,,,32.37,105.08,3211.0,4141,Euclid,"{'lat': 38.679541, 'lng': -90.24629}","{'lat': 38.679541, 'lng': -90.24629}"
43831601300,4119-21 N Euclid Av,1,69,302,Vacant Lot,,,33.0,105.09,3193.20162,4119,Euclid,"{'lat': 38.679048, 'lng': -90.246625}","{'lat': 38.679048, 'lng': -90.246625}"
43831601400,4115-7 N Euclid Av,1,69,302,Vacant Lot,,,41.9,105.01,4558.1674065,4115,Euclid,"{'lat': 38.6789599, 'lng': -90.246685}","{'lat': 38.6789599, 'lng': -90.246685}"
43831601800,4101 N Euclid Av,1,69,302,Vacant Lot,,,30.0,105.08,3322.0,4101,Euclid,"{'lat': 38.67860599999999, 'lng': -90.246926}","{'lat': 38.67860599999999, 'lng': -90.246926}"
43831602000,4911 Farlin Av,1,69,302,Vacant Lot,,,25.0,100.0,2331.8470935,4911,Farlin,"{'lat': 38.678877, 'lng': -90.247306}","{'lat': 38.678877, 'lng': -90.247306}"
43831700100,4100 Clara Pl,1,69,302,Vacant Lot,,,30.0,110.0,3773.09,4100,Clara,"{'lat': 38.679149, 'lng': -90.248156}","{'lat': 38.679149, 'lng': -90.248156}"
43831700500,4118 Clara Pl,1,69,302,Vacant Lot,,,50.0,110.0,5487.9801315,4118,Clara,"{'lat': 38.679543, 'lng': -90.247879}","{'lat': 38.679543, 'lng': -90.247879}"
43831701000,4136 Clara Pl,1,69,302,Vacant Lot,,,25.0,110.0,2666.830198,4136,Clara,"{'lat': 38.67998499999999, 'lng': -90.247569}","{'lat': 38.67998499999999, 'lng': -90.247569}"
