Parcel ID,Address,Ward,Neigh,AssN,Usage,Description,Value *,BldgSF,Front,Side1,LotSF,Add#,Street Name
43870001800,4910 San Francisco Av,1,69,301,Residential,1 Story Brick Residence,,1127.0,28.0,135.0,3170.0,4910,San Francisco
44530000800,4856 Palm St,1,55,301,Residential,1 Story Frame Residence,,942.0,20.0,107.5,2280.0,4856,Palm
44530001800,4816 Palm St,1,55,301,Residential,1 Story Brick Residence,,750.0,25.0,107.5,2344.0,4816,Palm
44560000900,4930 Palm St,1,55,301,Residential,1.5 Story Brick Residence,3500.0,1215.0,32.5,100.0,2964.0,4930,Palm
44560003900,3400 N Kingshighway Blvd,1,55,301,Commercial,2 Story Brick Commercial Building,,,75.0,70.0,4809.0,3400,Kingshighway Memorial
44890500250,4954-6 Cote Brilliante Av,1,55,301,Residential,2 Story Brick Four Family Flat,6000.0,3536.0,44.0,141.0,5559.0,4954,Cote Brilliante
44890601500,4921 Aldine Av,1,55,301,Residential,2 Story Brick Four Family Flat,,,43.0,115.5,5313.0,4921,Aldine
44890601600,4927 Aldine Av,1,55,301,Residential,2 Story Brick Four Family Flat,,,43.0,120.5,5792.0,4927,Aldine
44890601700,4931 Aldine Av,1,55,301,Residential,2 Story Brick Four Family Flat,,,43.0,120.5,5512.0,4931,Aldine
44890601800,4935 Aldine Av,1,55,301,Residential,2 Story Brick Four Family Flat,,,43.0,120.5,3400.0,4935,Aldine
44890601900,4939 Aldine Av,1,55,301,Residential,2 Story Brick Four Family Flat,,,43.0,120.5,5666.0,4939,Aldine
44930200700,4938 St Louis Av,1,55,301,Residential,2 Story Brick Two Family Flat,,,27.16,127.95,3002.0,4938,St Louis
44930201400,4920 St Louis Av,1,55,301,Residential,2 Story Brick Two Family Flat,,,25.0,127.92,2884.0,4920,St Louis
44930201600,4916 St Louis Av,1,55,301,Residential,2 Story Brick Two Family Flat,,,25.0,128.0,2961.0,4916,St Louis
52600002600,4911 St Louis Av,1,55,301,Residential,2.5 Story Brick Two Family Flat,,2438.0,30.0,127.5,3825.0,4911,St Louis
52600002700,4915-7 St Louis Av,1,55,301,Residential,2 Story Brick Two Family Flat,,2646.0,30.0,127.42,4104.0,4915,St Louis
52600002900,4921 St Louis Av,1,55,301,Residential,2 Story Brick Two Family Flat,,2422.0,30.0,127.5,3850.0,4921,St Louis
52600003200,4931 St Louis Av,1,55,301,Residential,2 Story Brick Two Family Flat,,2452.0,30.0,127.6,3564.0,4931,St Louis
54640000200,4960 Margaretta Av,1,69,301,Residential,2 Story Frame Residence,,1330.0,35.0,118.95,4163.0,4960,Margaretta
54640000500,4950 Margaretta Av,1,69,301,Residential,2 Story Frame Residence,,1330.0,30.0,120.58,6796.0,4950,Margaretta
43800300500,4225 N Euclid Av,1,69,302,Residential,2 Story Frame Residence,,1404.0,45.5,115.0,5013.0,4225,Euclid
43800401400,4939 Penrose St,1,69,302,Residential,2 Story Frame Residence,,1116.0,37.5,115.0,4208.0,4939,Penrose
43831700610,4122 Clara Pl,1,69,302,Residential,1 Story Frame Residence,,560.0,75.0,110.0,8192.645155,4122,Clara
43831702200,4113 Walbridge Pl,1,69,302,Residential,1 Story Frame Residence **,,630.0,25.0,110.0,2750.0,4113,Walbridge
43831702400,4107 Walbridge Pl,1,69,302,Residential,1 Story Frame Residence,,952.0,50.0,110.0,3150.0,4107,Walbridge
43880500800,4878 Margaretta Av,1,69,302,Residential,1 Story Frame Residence,,829.0,40.0,129.25,5304.0,4878,Margaretta
43903101400,4846 Anderson Av,1,69,302,Residential,2 Story Brick Four Family Flat,,,42.0,119.48,5242.0,4846,Anderson
43903102100,4816 Anderson Av,1,69,302,Residential,1 Story Brick Residence,,,30.0,118.5,4061.0,4816,Anderson
43903103000,4817 Bessie Av,1,69,302,Residential,1 Story Brick Residence,,,27.0,119.5,3875.0,4817,Bessie
43910102700,4875 Carter Av,1,69,302,Residential,2 Story Frame Residence,,912.0,30.0,120.0,4198.0,4875,Carter
43910203800,4833 Calvin Av,1,69,302,Residential,2 Story Frame Residence,1500.0,,30.0,121.5,3586.0,4833,Calvin
54630001000,4936 Farlin Av,1,69,302,Residential,2 Story Frame Residence,,1184.0,30.0,120.0,3600.0,4936,Farlin
54630001900,4023-5 N Euclid Av,1,69,302,Residential,1 Story Brick Two Family Flat,,1932.0,67.5,80.0,5923.0,4023,Euclid
44590600400,4728 Ashland Ct,1,55,307,Residential,1 Story Brick Residence **,,,25.0,106.0,2650.0,4728,Ashland
44590601800,3401 Marcus Av,1,55,307,Residential,a/k/a 4703 Ashland-2 Story Brick Four Family Flat,,,30.0,110.0,2935.274657,3401,Marcus
44810302000,4758 Ashland Av,1,55,307,Residential,2 Story Brick Two Family Flat,,2652.0,37.5,166.33,6566.0,4758,Ashland
44810302100,4756 Ashland Av,1,55,307,Residential,1 Story Brick Residence,,783.0,25.0,166.33,4944.0,4756,Ashland
44810304000,3051 Marcus Av,1,55,307,Residential,2 Story Brick Residence,,2134.0,33.0,125.0,3514.0,3051,Marcus
44810304600,4719 Greer Av,1,55,307,Residential,2 Story Brick Residence,,1656.0,22.33,166.33,3708.0,4719,Greer
44810305200,4733 Greer Av,1,55,307,Residential,2 Story Brick Two Family Flat,,2160.0,33.33,166.0,5002.0,4733,Greer
44810901400,4831 Greer Av,1,55,307,Residential,1 Story Brick Residence,,1104.0,30.0,110.0,3355.0,4831,Greer
44810902300,3020 Walton Pl,1,55,307,Residential,1 Story Brick Residence,,,37.5,132.5,4438.0,3020,Walton
44811001000,4859 Greer Av,1,55,307,Residential,1 Story Brick Residence **,,,25.0,129.5,2712.0,4859,Greer
50910000800,4926 Geraldine Av,1,71,326,Residential,2 Story Frame Residence **,,970.0,33.33,127.5,4388.0,4926,Geraldine
50910000900,4930 Geraldine Av,1,71,326,Residential,2 Story Frame Residence,,914.0,33.33,127.5,4311.0,4930,Geraldine
50800001600,5452 Geraldine Av,1,71,327,Residential,2 Story Frame Residence,,1440.0,30.0,127.5,3825.0,5452,Geraldine
50800003300,5431 Ruskin Av,1,71,327,Residential,2 Story Frame Residence,,1140.0,25.0,127.5,3110.0,5431,Ruskin
50810001300,5448 Union Blvd,1,71,327,Residential,1 Story Frame Residence **,,957.0,33.33,127.5,3961.0,5448,Union
50810001800,5462 Union Blvd,1,71,327,Residential,1 Story Brick Residence,,760.0,25.0,127.5,2827.0,5462,Union
50810003100,5451 Geraldine Av,1,71,327,Residential,2 Story Frame Residence,,2010.0,37.5,126.5,4834.0,5451,Geraldine
50810003700,5429 Geraldine Av,1,71,327,Residential,2 Story Frame Residence,,1610.0,25.0,127.5,3276.0,5429,Geraldine
50830001700,5350 Claxton Av,1,71,327,Residential,1.5 Story Frame Residence,,1224.0,30.0,125.0,3795.0,5350,Claxton
50830002500,5382 Claxton Av,1,71,327,Residential,2 Story Brick Four Family Flat,,3876.0,45.0,125.0,5188.0,5382,Claxton
50830004300,5333 Union Blvd,1,71,327,Residential,1 Story Frame Residence,,1104.0,28.0,118.75,2973.0,5333,Union
50840001000,5334 Union Blvd,1,71,327,Residential,1.5 Story Frame Residence,,1197.0,25.0,127.5,3188.0,5334,Union
50840001700,5358 Union Blvd,1,71,327,Residential,2 Story Brick two family flat,,2116.0,50.0,127.6,2116.0,5358,Union
50840002100,5370 Union Blvd,1,71,327,Residential,1 Story Brick Residence,,880.0,25.0,127.5,3187.0,5370,Union
50840003650,5345 Geraldine Av,1,71,327,Residential,1.5 Story Concrete Block Residence,,1042.0,100.0,127.5,12538.0,5345,Geraldine
50840004200,5321 Geraldine Av,1,71,327,Residential,1 Story Frame Residence,,920.0,25.0,127.5,3211.0,5321,Geraldine
50840004500,5309 Geraldine Av,1,71,327,Residential,2 Story Frame Residence,,1536.0,33.5,127.5,4285.0,5309,Geraldine
50850000300,5306 Geraldine Av,1,71,327,Residential,2 Story Frame Residence,,1488.0,25.0,127.5,3237.0,5306,Geraldine
50860002100,5064 Geraldine Av,1,71,327,Residential,1 Story Frame Residence,,721.0,25.0,127.5,3113.0,5064,Geraldine
50860002200,5066 Geraldine Av,1,71,327,Residential,1 Story Frame Residence,,782.0,25.0,127.5,3230.0,5066,Geraldine
50860003600,5097 Ruskin Av,1,71,327,Residential,2 Story Frame Residence,,1800.0,30.0,127.5,3825.0,5097,Ruskin
50870001100,5028 Union Blvd,1,71,327,Residential,1 Story Brick Residence,,917.0,25.0,128.0,3054.0,5028,Union
50870001200,5032 Union Blvd,1,71,327,Residential,1 Story Brick Residence,,928.0,25.0,128.0,3090.0,5032,Union
50870001900,5050 Union Blvd,1,71,327,Residential,1 Story Brick Residence,,983.0,30.0,128.0,3815.0,5050,Union
50870002700,5072 Union Blvd,1,71,327,Residential,2 Story Frame Residence,,990.0,30.0,128.0,3840.0,5072,Union
50870004000,5093 Geraldine Av,1,71,327,Residential,1 Story Frame Residence,,713.0,25.0,128.0,3420.0,5093,Geraldine
50870006600,5011 Geraldine Av,1,71,327,Residential,2 Story Frame Residence,,1680.0,25.0,128.0,3378.0,5011,Geraldine
50880000800,5030 Claxton Av,1,71,327,Residential,1 Story Brick Residence,,702.0,29.0,125.0,3467.0,5030,Claxton
50880003300,5095 Union Blvd,1,71,327,Mixed,2 Story Brick Mixed Use Building,,2359.0,25.0,120.37,3782.0,5095,Union
50880003500,5091 Union Blvd,1,71,327,Residential,2 Story Frame Residence,,1080.0,25.0,120.6,2770.0,5091,Union
50880003600,5089 Union Blvd,1,71,327,Residential,2 Story Frame Residence,,1344.0,25.0,120.08,3194.0,5089,Union
50880006000,5017 Union Blvd,1,71,327,Residential,1 Story Frame Residence,,695.0,25.0,123.29,3306.0,5017,Union
50880006100,5015 Union Blvd,1,71,327,Residential,1 Story Frame Residence,,672.0,30.0,123.83,3830.0,5015,Union
51410002400,5353 Queens Av,1,71,328,Residential,2 Story Brick Residence,,1600.0,43.0,172.5,6552.0,5353,Queens
51410002500,5349 Queens Av,1,71,328,Residential,2 Story Brick Two Family Flat,,2510.0,30.0,172.5,5697.0,5349,Queens
57400001900,5058-60 Ruskin Av,1,71,328,Residential,2 Story Brick Four Family Flat **,,3624.0,45.0,107.08,4588.0,5058,Ruskin
57440003600,5079 N Kingshighway Blvd,1,71,328,Residential,2 Story Brick Two Family Flat,,2064.0,30.0,107.33,3219.0,5079,Kingshighway
58860000200,5000 N Kingshighway Blvd,1,71,328,Residential,2 Story Brick Residence,3500.0,2136.0,35.0,125.0,4365.0,5000,Kingshighway
43930101100,5421 Vera Av,1,71,329,Residential,1 Story Frame Residence,,677.0,25.0,127.5,3376.0,5421,Vera
52610001000,4949 Harney Av,1,71,329,Residential,1 Story Frame Residence,,1120.0,50.0,112.5,5479.0,4949,Harney
52610004000,4914 Ashby Av,1,71,329,Residential,1 Story Frame Residence,,696.0,25.0,112.0,3069.0,4914,Ashby
52620002700,4966 Harney Av,1,71,329,Residential,1 Story Frame Residence,,722.0,25.0,112.5,2812.0,4966,Harney
54660000200,4917 Ashby Av,1,71,329,Residential,2 Story Frame Residence,,945.0,30.0,112.5,3375.0,4917,Ashby
54660000700,4935 Ashby Av,1,71,329,Residential,2 Story Frame Residence,,1088.0,25.0,112.6,2848.0,4935,Ashby
54680001000,4945 Thekla Av,1,71,329,Residential,2 Story Frame Residence,,753.0,30.0,104.6,3138.0,4945,Thekla
54680001500,4957 Thekla Av,1,71,329,Residential,1 Story Brick Residence,,912.0,30.0,104.58,3138.0,4957,Thekla
54680004200,4920 Leahy Av,1,71,329,Residential,1 Story Frame Residence,,776.0,25.0,104.58,2410.0,4920,Leahy
52290401000,5100 Labadie Av,1,52,342,Residential,2 Story Brick Four Family Flat,,3434.0,45.0,133.0,5313.0,5100,Labadie
52290401800,5127 St Louis Av,1,52,342,Residential,2 Story Brick Two Family Flat,,2112.0,33.0,132.75,4075.0,5127,St Louis
52300401000,5111 Labadie Av,1,52,342,Residential,2 Story Brick Four Family Flat,,3332.0,42.0,133.0,5916.0,5111,Labadie
59490001000,5219 Palm St,1,52,342,Residential,2 Story Brick Two Family Flat,,2340.0,35.0,125.0,3923.0,5219,Palm
59490001300,5231 Palm St,1,52,342,Residential,2 Story Brick Two Family Flat,,2340.0,35.0,125.0,4549.0,5231,Palm
59500000100,5246 Palm St,1,52,342,Residential,2 Story Brick Four Family Flat,,3400.0,43.06,125.0,5664.0,5246,Palm
59510002600,5245 Ashland Av,1,52,342,Residential,2 Story Brick Four Family Flat,,3400.0,43.75,125.0,5626.0,5245,Ashland
59520000400,5232 Ashland Av,1,52,342,Residential,2 Story Brick Two Family Flat,,1952.0,37.0,115.0,4450.0,5232,Ashland
59540000100,5164 Palm St,1,52,342,Residential,2 Story Brick 14 Unit Apartment a/k/a 3422 Geraldine,,,70.0,125.0,8750.0,5164,Palm
59550000800,5111 Palm St,1,52,342,Residential,2 Story Brick Four Family Flat,,3400.0,42.0,125.0,5404.0,5111,Palm
59550002000,5163 Palm St,1,52,342,Residential,2 Story Brick Four Family Flat,,3400.0,42.0,125.0,5250.0,5163,Palm
44980000300,5256 St Louis Av,1,52,343,Residential,2 Story Brick Two Family Flat,,2326.0,28.9,137.6,4493.0,5256,St Louis
44980000900,5234 St Louis Av,1,52,343,Residential,1 Story Brick Residence,,680.0,46.83,137.5,6325.0,5234,St Louis
44980001700,5239 Terry Av,1,52,343,Residential,1 Story Brick Residence,,970.0,25.16,142.5,3576.0,5239,Terry
44980001800,5243 Terry Av,1,52,343,Residential,1 Story Brick Residence,,867.0,31.1,142.5,4432.0,5243,Terry
44990500600,5206 St Louis Av,1,52,343,Residential,1 Story Brick Residence,,852.0,27.5,137.5,3781.0,5206,St Louis
44990501400,5140 St Louis Av,1,52,343,Residential,1 Story Brick Residence,,1012.0,33.33,137.0,5295.0,5140,St Louis
44990502200,5106 St Louis Av,1,52,343,Residential,2 Story Brick Two Family Flat **,,2116.0,70.0,85.0,5942.0,5106,St Louis
44990503000,5109-11 Terry Av,1,52,343,Residential,2 Story Brick Residence,,4080.0,64.8,60.0,3880.0,5109,Terry
44990503700,5133 Terry Av,1,52,343,Residential,1 Story Brick Residence **,,1091.0,25.75,140.0,3632.0,5133,Terry
44990505300,5219 Terry Av,1,52,343,Residential,2 Story Brick Two Family Flat **,,1920.0,30.0,142.5,4361.0,5219,Terry
44990505400,5223 Terry Av,1,52,343,Residential,1 Story Brick Residence,3500.0,1323.0,43.16,142.58,5789.0,5223,Terry
44990600200,5218 Terry Av,1,52,343,Residential,1 Story Brick Residence,,,30.0,142.5,4654.0,5218,Terry
44990601600,5132 Terry Av,1,52,343,Residential,1 Story Brick Residence,,,27.66,142.5,3943.0,5132,Terry
44990602000,5122 Terry Av,1,52,343,Residential,1 Story Brick Residence,,,25.0,142.5,3680.0,5122,Terry
44990602100,5120 Terry Av,1,52,343,Residential,1 Story Brick Residence,,,25.0,142.5,3562.0,5120,Terry
44990602600,2821 Norwood Av,1,52,343,Residential,1 Story Frame Residence,,,30.0,130.0,3890.0,2821,Norwood
44990602900,2815 Norwood Av,1,52,343,Residential,1 Story Brick Residence,,,26.16,130.0,3574.0,2815,Norwood
44990603600,5123 Maffitt Av,1,52,343,Residential,1 Story Brick Residence **,,,33.66,141.08,5233.0,5123,Maffitt
45000100400,5044 Terry Av,1,52,343,Residential,1 Story Brick Residence,,990.0,25.0,150.0,3731.0,5044,Terry
45000100800,5036 Terry Av,1,52,343,Residential,1 Story Brick Residence,,875.0,20.0,150.0,2850.0,5036,Terry
45000200800,5032 St Louis Av,1,52,343,Residential,2 Story Brick Residence,,,30.0,137.5,4390.0,5032,St Louis
45020500100,5226 Maffitt Av,1,52,343,Residential,1 Story Brick Residence,,877.0,31.66,134.66,4057.0,5226,Maffitt
45020500200,5224 Maffitt Av,1,52,343,Residential,1 Story Brick Residence,,877.0,31.66,134.33,4298.0,5224,Maffitt
45020500700,5208 Maffitt Av,1,52,343,Residential,2 Story Brick Residence,3500.0,981.0,25.0,134.0,3271.0,5208,Maffitt
45020502500,5125 Northland Av,1,52,343,Residential,2 Story Brick Two Family Flat,,2592.0,36.0,145.0,4664.0,5125,Northland
45030502700,5261-3 Northland Av,1,52,343,Residential,2 Story Brick Two Family Flat,,1764.0,25.0,145.0,3491.0,5261,Northland
45030502800,5265-7 Northland Av,1,52,343,Residential,2 Story Brick Two Family Flat,,1764.0,25.0,145.0,3493.0,5265,Northland
45040001600,5212-4 Highland Av,1,52,343,Residential,2 Story Brick Four Family Flat,,3536.0,40.0,148.0,6145.0,5212,Highland
45050000700,5236 Wabada Av,1,52,343,Residential,2 Story Brick Residence,,1394.0,31.0,148.5,4604.0,5236,Wabada
45050002700,5124-6 Wabada Av,1,52,343,Residential,2 Story Brick Four Family Flat,,3060.0,40.0,148.5,5940.0,5124,Wabada
45050007857,2300 Union Blvd,1,52,343,Mixed,2 Story Brick Mixed Use Building,,,36.83,135.0,4973.0,2300,Union
45060003250,5101 Cote Brilliante Av,1,52,343,Residential,1.5 Story Brick Residence,,1472.0,29.0,148.6,4576.0,5101,Cote Brilliante
45060003700,5135-7 Cote Brilliante Av,1,52,343,Residential,2 Story Brick Residence,,3604.0,40.9,148.6,6015.0,5135,Cote Brilliante
45060003850,5145 Cote Brilliante Av,1,52,343,Residential,1 Story Brick Residence,,882.0,27.0,148.5,4362.0,5145,Cote Brilliante
45060004000,5203 Cote Brilliante Av,1,52,343,Residential,1 Story Brick Residence,,1056.0,27.0,148.5,3596.0,5203,Cote Brilliante
45060004150,5209 Cote Brilliante Av,1,52,343,Residential,1 Story Brick Residence,,1056.0,27.0,148.5,4428.0,5209,Cote Brilliante
45060004950,5253-5 Cote Brilliante Av,1,52,343,Residential,2 Story Brick Four Family Flat,,2848.0,31.0,143.5,2848.0,5253,Cote Brilliante
45110001200,5230 Cote Brilliante Av,1,52,343,Residential,2 Story Brick Residence,,1760.0,25.0,150.0,3524.0,5230,Cote Brilliante
45110001800,5212 Cote Brilliante Av,1,52,343,Residential,2 Story Frame Residence,,896.0,30.0,150.0,4757.0,5212,Cote Brilliante
50280000800,5238 Terry Av,1,52,343,Residential,1 Story Brick Residence,,996.0,28.0,142.5,3975.0,5238,Terry
50280003200,2812 Union Blvd,1,52,343,Residential,1 Story Brick Residence,,858.0,25.0,135.0,3172.0,2812,Union
52830000600,5240 Paulian Pl,1,52,343,Residential,2 Story Brick Two Family Flat,,2750.0,30.0,125.0,3819.0,5240,Paulian
52830001000,5230 Paulian Pl,1,52,343,Residential,2 Story Brick Two Family Flat,,2760.0,30.0,125.0,3408.0,5230,Paulian
52840002000,5201-3 Paulian Pl,1,52,343,Residential,2 Story Brick Four Family Flat,,3468.0,40.0,125.0,4464.0,5201,Paulian
52840002800,5227 Paulian Pl,1,52,343,Residential,2 Story Brick Two Family Flat,,2392.0,30.0,125.0,3610.0,5227,Paulian
52840002900,5229 Paulian Pl,1,52,343,Residential,2 Story Brick Two Family Flat,,2392.0,30.0,125.0,3882.0,5229,Paulian
45180003400,3023-5 Abner Pl,1,50,344,Residential,2 Story Brick Four Family Flat **,,3300.0,43.0,111.66,4498.0,3023,Abner
45180006000,5383 St Louis Av,1,50,344,Residential,1.5 Story Frame Residence,,1130.0,37.08,134.0,4033.0,5383,St Louis
45190100700,3322 Abner Pl,1,50,344,Residential,2 Story Brick Residence,,1576.0,25.0,109.0,2654.0,3322,Abner
45190100800,3326 Abner Pl,1,50,344,Residential,2 Story Brick Two Family Flat **,,1576.0,25.0,109.0,2563.0,3326,Abner
45190102400,3321 William Pl,1,50,344,Residential,1.5 Story Frame Residence,,882.0,25.0,109.0,2533.0,3321,William
45190200600,3322 Arlington Av,1,50,344,Residential,1 Story Frame Residence,,,25.0,209.5,5237.0,3322,Arlington
45190201300,3409 Abner Pl,1,50,344,Residential,1 Story Frame Residence,,,25.0,110.83,2895.0,3409,Abner
45190202100,3323 Abner Pl,1,50,344,Residential,1 Story Frame Residence,,,25.0,110.83,2664.59,3323,Abner
45190202700,3307 Abner Pl,1,50,344,Residential,2 Story Frame Residence,,,25.0,111.08,2881.76,3307,Abner
45190203000,5373 Ashland Av,1,50,344,Residential,2 Story Brick Residence,,,36.0,85.96,3097.0,5373,Ashland
52460001200,5314 Labadie Av,1,50,344,Residential,1 Story Brick Residence,,627.0,19.0,133.0,2963.0,5314,Labadie
52460002000,5323 St Louis Av,1,50,344,Residential,2 Story Brick Two Family Flat,,1920.0,38.0,133.0,5062.0,5323,St Louis
52470001600,3009 Union Blvd,1,50,344,Residential,1.5 Story Brick Residence,,825.0,30.0,125.0,3894.0,3009,Union
52470002000,5321 Labadie Av,1,50,344,Residential,2.5 Story Frame Residence,,1320.0,40.0,133.0,5320.0,5321,Labadie
52480500100,3300 William Pl,1,50,344,Residential,1 Story Brick Residence,,1034.0,22.0,109.0,2197.0,3300,William
52480500500,3310 William Pl,1,50,344,Residential,1 Story Brick Residence,,,25.0,109.0,2721.172552,3310,William
52480500600,3312 William Pl,1,50,344,Residential,1 Story Brick Residence,,,25.0,109.0,2822.630688,3312,William
52480500700,3314 William Pl,1,50,344,Residential,1 Story Brick Residence,,,25.0,109.0,2759.467816,3314,William
24690200200,1120 John Av,2,66,312,Residential,1 Story Brick Residence,,1387.0,30.0,112.5,3441.0,1120,John
24720000400,1436 Obear Av,2,66,312,Residential,2 Story Brick Four Family Flat,,,40.0,110.0,4712.1564965,1436,Obear
33600001700,1402 Linton Av,2,66,312,Residential,2 Story Brick Residence,,,25.0,125.0,3021.514,1402,Linton
33860000400,5212-4 Von Phul St,2,66,312,Residential,2 Story Stone and Brick Four Family Flat **,,2924.0,40.0,103.0,4275.0,5212,Von Phul
33890003000,5209 Blair Av,2,66,312,Residential,2 Story Brick Residence,,1600.0,25.0,117.6,3101.0,5209,Blair
42200000300,7506 N Broadway,2,74,321,Residential,2 Story Frame Residence,,,25.0,109.62,2551.367,7506,Broadway
42460001300,8321 Newby St,2,74,332,Residential,2 Story Frame Residence,3000.0,1224.0,75.0,100.0,9694.0,8321,Newby
42880000300,8926 Edna St,2,74,333,Residential,1 Story Frame Residence,,527.0,50.0,127.5,6732.0,8926,Edna
42880000710,8938 Edna St,2,74,333,Residential,1 Story Brick Residence,3500.0,704.0,35.0,127.5,4445.0,8938,Edna
42880001400,8951 Newby St,2,74,333,Residential,1 Story Frame Residence,,720.0,25.83,127.5,3877.0,8951,Newby
42880001700,8941 Newby St,2,74,333,Residential,2 Story Frame Two Family Flat,,1472.0,25.0,127.5,3187.0,8941,Newby
42880002400,8917 Newby St,2,74,333,Residential,1 Story Frame Residence,,1005.0,25.0,127.5,3187.0,8917,Newby
54330004500,8978 Halls Ferry Rd,2,74,333,Residential,2 Story Brick Residence,,1800.0,30.0,125.0,3735.0,8978,Halls Ferry
54340000600,8984 Edna St,2,74,333,Residential,1 Story Frame Residence,,900.0,30.0,127.5,3922.0,8984,Edna
54340002800,9005 Newby St,2,74,333,Residential,1 Story Frame Residence,,1221.0,30.0,127.5,3401.0,9005,Newby
54340002900,9001 Newby St,2,74,333,Residential,1 Story Frame Residence,,708.0,30.0,127.5,4179.0,9001,Newby
54340003600,8973 Newby St,2,74,333,Residential,1 Story Frame Residence,,808.0,30.0,127.5,3767.0,8973,Newby
63630001800,869 Nassau Dr,2,74,333,Residential,1 Story Frame Residence,1500.0,768.0,50.0,83.46,4432.0,869,Nassau
52090002600,853 Mclaran Av,2,74,334,Residential,2 Story Brick Two Family Flat,,2310.0,30.0,125.0,7779.0,853,Mclaran
52090002650,855 Mclaran Av,2,74,334,Residential,1 Story Concrete Block Residence,,1360.0,70.0,125.0,8750.0,855,Mclaran
52500001300,8549 Church Rd,2,74,334,Residential,2 Story Brick Two Family Flat,,2356.0,26.75,125.0,3344.0,8549,Church
52500001400,8547 Church Rd,2,74,334,Residential,2 Story Brick Two Family Flat,,2356.0,28.25,140.0,3955.0,8547,Church
52750000800,814 Canaan Av,2,74,334,Residential,2 Story Frame Two Family Flat,,1812.0,30.0,140.1,3804.0,814,Canaan
52760000700,958 Canaan Av,2,74,334,Residential,1 Story Brick Residence,,1008.0,30.0,137.5,4438.0,958,Canaan
52760000800,956 Canaan Av,2,74,334,Residential,2 Story Brick Residence,,1938.0,30.0,137.5,3940.0,956,Canaan
52760001500,928 Canaan Av,2,74,334,Residential,1 Story Frame Residence,,880.0,70.0,137.5,8803.0,928,Canaan
52760002400,870 Canaan Av,2,74,334,Residential,2 Story Frame Residence,,1344.0,30.0,137.5,4620.0,870,Canaan
52770000500,962 Elias Av,2,74,334,Residential,1 Story Frame Residence,,874.0,40.0,127.5,5333.0,962,Elias
52770000800,952 Elias Av,2,74,334,Residential,1 Story Frame Residence,,858.0,60.0,127.5,7752.0,952,Elias
52770001100,936 Elias Av,2,74,334,Residential,2 Story Frame Residence,,1104.0,30.0,127.5,3541.0,936,Elias
52770001200,934 Elias Av,2,74,334,Residential,1 Story Brick Residence,,971.0,30.0,127.5,3971.0,934,Elias
52770002100,888 Elias Av,2,74,334,Residential,1 Story Frame Residence,,706.0,30.0,127.5,3916.0,888,Elias
52770003300,846 Elias Av,2,74,334,Residential,2 Story Brick Residence,,2000.0,40.0,127.5,5100.0,846,Elias
52770003900,861 Canaan Av,2,74,334,Residential,1 Story Brick Residence,,765.0,30.0,127.5,3971.0,861,Canaan
52770006600,971 Canaan Av,2,74,334,Residential,2 Story Frame Two Family Flat,,1920.0,60.0,127.5,7799.0,971,Canaan
53990001300,928 Harlan Av,2,74,334,Residential,1 Story Frame Residence,,816.0,37.0,127.5,4958.0,928,Harlan
53990002400,868 Harlan Av,2,74,334,Residential,2 Story Frame Residence,,1104.0,25.0,127.5,2657.758,868,Harlan
53990002600,864 Harlan Av,2,74,334,Residential,1 Story Brick Residence,,1188.0,50.0,127.5,6244.0,864,Harlan
53990003100,845 Elias Av,2,74,334,Residential,1.5 Story Frame Residence,,1440.0,40.0,127.5,5383.0,845,Elias
53990004500,919 Elias Av,2,74,334,Residential,1 Story Frame Residence,,544.0,50.0,127.5,6662.0,919,Elias
53990005700,979 Elias Av,2,74,334,Residential,1.5 Story Frame Residence,,1049.0,42.0,127.5,5519.0,979,Elias
54000003400,875 Harlan Av,2,74,334,Residential,1 Story Frame Residence,,768.0,37.6,121.9,5030.0,875,Harlan
54000004100,925 Harlan Av,2,74,334,Residential,1 Story Frame Residence,,896.0,50.0,124.58,5015.0,925,Harlan
54010000900,8659 N Broadway,2,74,334,Residential,2 Story Frame Two Family Flat,,1554.0,25.0,120.0,3064.0,8659,Broadway
54010001200,8653 N Broadway,2,74,334,Residential,1 Story Frame Residence,,714.0,25.0,120.0,3000.0,8653,Broadway
56360002900,8451 Concord Pl,2,74,334,Residential,2 Story Frame Residence **,,768.0,40.0,114.18,4315.0,8451,Concord
42370000400,7928 Church Rd,2,74,335,Residential,2 Story Brick 4 Family/1 Story Frame Residence,,4332.0,50.0,168.33,8100.0,7928,Church
42390202500,8033 Church Rd,2,74,335,Residential,2 Story Frame Two Family Flat,,,25.0,125.0,3012.0,8033,Church
42480601300,8415 Church Rd,2,74,335,Residential,2 Story Brick Residence,,,67.0,140.0,10479.0,8415,Church
42480601800,1019 Gimblin St,2,74,335,Residential,1 Story Frame Residence,,,82.47,132.5,7904.0,1019,Gimblin
42480602150,1041 Gimblin St,2,74,335,Residential,2 Story Brick Residence,,,40.0,132.5,5617.3346695,1041,Gimblin
42500000600,1034 Gimblin St,2,74,335,Residential,2 Story Frame Residence,,1184.0,50.0,150.0,7500.0,1034,Gimblin
42500001600,8309 Church Rd,2,74,335,Residential,1.5 Story Frame Residence,,972.0,30.0,140.0,4698.0,8309,Church
42530000300,8429 Halls Ferry Rd,2,74,335,Residential,2 Story Frame Residence-Fire Damaged,,946.0,26.5,68.25,2052.0,8429,Halls Ferry
