ParcelID,Address,Ward,Neigh,AssN,Usage,Description,Value *,BldgSF,Front,Side1,LotSF,Add#,Street,laglng,latlng
23990000400,4018 Glasgow Av,3,65,314,Residential,1 Story Brick Residence,,626.0,25.0,106.08,2801.0,4018,Glasgow,"{'lat': 38.6620609, 'lng': -90.2112504}","{'lat': 38.6620609, 'lng': -90.2112504}"
23990000500,4020 Glasgow Av,3,65,314,Residential,1 Story Brick Residence,,626.0,25.0,106.8,2902.657978,4020,Glasgow,"{'lat': 38.662102, 'lng': -90.211142}","{'lat': 38.662102, 'lng': -90.211142}"
23990000600,4022 Glasgow Av,3,65,314,Residential,1 Story Brick Residence,,626.0,25.0,106.2,2656.0,4022,Glasgow,"{'lat': 38.662184, 'lng': -90.2111405}","{'lat': 38.662184, 'lng': -90.2111405}"
23990002100,4003 25th St,3,65,314,Residential,2 Story Brick Residence,,1472.0,18.5,127.5,2358.0,4003,25th,"{'lat': 38.6619193, 'lng': -90.2103459}","{'lat': 38.6619193, 'lng': -90.2103459}"
24010000800,4032 N 23rd St,3,65,314,Residential,2 Story Brick Residence,,1620.0,25.0,128.0,2946.0,4032,23rd,"{'lat': 38.66313299999999, 'lng': -90.209098}","{'lat': 38.66313299999999, 'lng': -90.209098}"
24020000800,4024 N 22nd St,3,65,314,Residential,2 Story Brick Residence,,2146.0,25.0,143.0,3575.0,4024,22nd,"{'lat': 38.6632474, 'lng': -90.2080187}","{'lat': 38.6632474, 'lng': -90.2080187}"
24020001300,4031-3 N Florissant Av,3,65,314,Residential,2.5 Story Brick Four Family Flat,,4620.0,39.66,139.5,5534.0,4031,Florissant,"{'lat': 38.6636147, 'lng': -90.2074724}","{'lat': 38.6636147, 'lng': -90.2074724}"
24020001500,4025 N Florissant Av,3,65,314,Residential,2.5 Story Brick Residence,,1912.0,21.16,139.5,2953.0,4025,Florissant,"{'lat': 38.6634837, 'lng': -90.20731549999999}","{'lat': 38.6634837, 'lng': -90.20731549999999}"
24020001700,4021 N Florissant Av,3,65,314,Residential,2 Story Brick Residence **,,1358.0,25.0,139.5,3488.0,4021,Florissant,"{'lat': 38.663325, 'lng': -90.207331}","{'lat': 38.663325, 'lng': -90.207331}"
24020002400,4001 N Florissant Av,3,65,314,Residential,2 Story Frame Residence,,1296.0,25.0,139.5,3488.0,4001,Florissant,"{'lat': 38.662813, 'lng': -90.207078}","{'lat': 38.662813, 'lng': -90.207078}"
24200001000,4115 N 22nd St,3,65,314,Residential,1 Story Brick Residence **,,1186.0,28.0,140.0,5005.0,4115,22nd,"{'lat': 38.66413319999999, 'lng': -90.2089795}","{'lat': 38.66413319999999, 'lng': -90.2089795}"
24200001900,2227-9 Angelica St,3,65,314,Residential,2 Story Brick Four Family Flat,,3468.0,42.0,125.0,4590.0,2227,Angelica,"{'lat': 38.663638, 'lng': -90.209627}","{'lat': 38.663638, 'lng': -90.209627}"
24200002130,2301-3 Angelica St,3,65,314,Residential,2 Story Brick Two Family Flat,,3468.0,42.0,140.0,4982.0,2301,Angelica,"{'lat': 38.663549, 'lng': -90.2098989}","{'lat': 38.663549, 'lng': -90.2098989}"
24200002200,2305-7 Angelica St,3,65,314,Residential,2 Story Brick Four Family Flat,,3400.0,42.0,125.0,3976.0,2305,Angelica,"{'lat': 38.663505, 'lng': -90.2100339}","{'lat': 38.663505, 'lng': -90.2100339}"
24220000800,4167 Peck St,3,67,314,Residential,1 Story Brick Residence,,1564.0,34.08,112.5,3834.0,4167,Peck,"{'lat': 38.6661651, 'lng': -90.21206529999999}","{'lat': 38.6661651, 'lng': -90.21206529999999}"
24230000300,4134 Peck St,3,67,314,Residential,2 Story Brick Residence,,1770.0,25.0,120.0,3000.0,4134,Peck,"{'lat': 38.6652707, 'lng': -90.2122553}","{'lat': 38.6652707, 'lng': -90.2122553}"
24230001300,4162 Peck St,3,67,314,Residential,2 Story Brick Residence,,1886.0,25.0,120.0,3000.0,4162,Peck,"{'lat': 38.6659411, 'lng': -90.2118089}","{'lat': 38.6659411, 'lng': -90.2118089}"
24230001700,4157 Pleasant St,3,67,314,Residential,3 Story Brick Residence,,2502.0,25.0,120.0,2952.0,4157,Pleasant,"{'lat': 38.6655931, 'lng': -90.2113328}","{'lat': 38.6655931, 'lng': -90.2113328}"
24230002600,4135 Pleasant St,3,67,314,Residential,3 Story Brick Residence,,2951.0,29.83,120.0,3580.0,4135,Pleasant,"{'lat': 38.6649721, 'lng': -90.2117615}","{'lat': 38.6649721, 'lng': -90.2117615}"
24240001300,4160 Pleasant St,3,67,314,Residential,3 Story Brick Residence,,2394.0,37.5,120.0,4500.0,4160,Pleasant,"{'lat': 38.6655427, 'lng': -90.21084739999999}","{'lat': 38.6655427, 'lng': -90.21084739999999}"
24250001600,4157 Glasgow Av,3,67,314,Residential,2 Story Brick Residence,,1688.0,25.0,87.9,2112.0,4157,Glasgow,"{'lat': 38.6648147, 'lng': -90.2097294}","{'lat': 38.6648147, 'lng': -90.2097294}"
24250001800,4145-7 Glasgow Av,3,67,314,Residential,2 Story Brick Four Family Flat,,3400.0,50.0,87.83,4222.0,4145,Glasgow,"{'lat': 38.664638, 'lng': -90.2098857}","{'lat': 38.664638, 'lng': -90.2098857}"
24280000300,4206 Peck St,3,67,314,Residential,2 Story Frame Residence,,1800.0,25.0,120.0,3145.0,4206,Peck,"{'lat': 38.6663103, 'lng': -90.2114888}","{'lat': 38.6663103, 'lng': -90.2114888}"
24280000600,4212 Peck St,3,67,314,Residential,2 Story Frame Residence,,1020.0,25.0,120.0,3100.0,4212,Peck,"{'lat': 38.6665247, 'lng': -90.21137859999999}","{'lat': 38.6665247, 'lng': -90.21137859999999}"
24280001300,4232 Peck St,3,67,314,Residential,2 Story Frame Residence,,1282.0,17.75,120.0,2127.0,4232,Peck,"{'lat': 38.6669437, 'lng': -90.21109249999999}","{'lat': 38.6669437, 'lng': -90.21109249999999}"
24280002700,4235 Pleasant St,3,67,314,Residential,1 Story Frame Residence,,713.0,25.0,120.0,3062.0,4235,Pleasant,"{'lat': 38.6668233, 'lng': -90.2104171}","{'lat': 38.6668233, 'lng': -90.2104171}"
24290001400,4237 Peck St,3,67,314,Residential,1 Story Brick Residence,,984.0,25.0,112.5,2671.0,4237,Peck,"{'lat': 38.6672413, 'lng': -90.2113969}","{'lat': 38.6672413, 'lng': -90.2113969}"
24290001800,4225 Peck St,3,67,314,Residential,1 Story Brick Residence,,1209.0,40.0,112.5,4500.0,4225,Peck,"{'lat': 38.6669338, 'lng': -90.21159829999999}","{'lat': 38.6669338, 'lng': -90.21159829999999}"
24290002000,4219 Peck St,3,67,314,Residential,1 Story Brick Residence,,1127.0,40.0,112.5,4619.0,4219,Peck,"{'lat': 38.6667781, 'lng': -90.21164309999999}","{'lat': 38.6667781, 'lng': -90.21164309999999}"
24290002100,4215 Peck St,3,67,314,Residential,2 Story Brick Two Family Flat **,,1976.0,30.0,112.5,3375.0,4215,Peck,"{'lat': 38.666722, 'lng': -90.2117925}","{'lat': 38.666722, 'lng': -90.2117925}"
24290002200,4211 Peck St,3,67,314,Residential,1 Story Brick Residence,,908.0,27.0,112.5,3038.0,4211,Peck,"{'lat': 38.6666161, 'lng': -90.21177229999999}","{'lat': 38.6666161, 'lng': -90.21177229999999}"
24290002300,4209 Peck St,3,67,314,Residential,1 Story Brick Residence,,908.0,27.0,112.5,3037.0,4209,Peck,"{'lat': 38.6665294, 'lng': -90.2118375}","{'lat': 38.6665294, 'lng': -90.2118375}"
24290002400,4205 Peck St,3,67,314,Residential,2 Story Brick Four Family Flat,,2822.0,42.0,112.5,4572.0,4205,Peck,"{'lat': 38.6664855, 'lng': -90.2119457}","{'lat': 38.6664855, 'lng': -90.2119457}"
24340201000,4235 N Florissant Av,3,65,314,Residential,1 Story Brick Residence,,1035.0,30.0,141.4,4117.0,4235,Florissant,"{'lat': 38.6658537, 'lng': -90.2084297}","{'lat': 38.6658537, 'lng': -90.2084297}"
24340201200,4223-5 N Florissant Av,3,65,314,Residential,2 Story Brick Four Family Flat,,3706.0,50.0,141.33,7065.0,4223,Florissant,"{'lat': 38.6655881, 'lng': -90.20837519999999}","{'lat': 38.6655881, 'lng': -90.20837519999999}"
24340201400,4213-7 N Florissant Av,3,65,314,Residential,Attached 2 Story Brick Two Family Flat,,2016.0,75.0,141.0,9893.0,4213,Florissant,"{'lat': 38.665287, 'lng': -90.20830699999999}","{'lat': 38.665287, 'lng': -90.20830699999999}"
52100002200,3515 St Louis Av,3,59,315,Residential,2 Story Brick Two Family Flat,,3464.0,25.96,134.37,3300.0,3515,St Louis,"{'lat': 38.6549732, 'lng': -90.2202744}","{'lat': 38.6549732, 'lng': -90.2202744}"
52140001200,3203 Sullivan Av,3,59,315,Residential,2 Story Brick Residence,,3034.0,48.625,154.66,7430.0,3203,Sullivan,"{'lat': 38.65776049999999, 'lng': -90.2168274}","{'lat': 38.65776049999999, 'lng': -90.2168274}"
52180000400,2926-8 Palm Pl,3,59,315,Residential,2 Story Brick Four Family Flat,,6008.0,56.0,154.8,8396.0,2926,Palm,"{'lat': 38.658808, 'lng': -90.215076}","{'lat': 38.658808, 'lng': -90.215076}"
52180000600,2916-8 Palm Pl,3,59,315,Residential,2 Story Brick Four Family Flat,,5982.0,56.0,154.66,8846.0,2916,Palm,"{'lat': 38.658658, 'lng': -90.21473}","{'lat': 38.658658, 'lng': -90.21473}"
52180000800,2906-8 Palm Pl,3,59,315,Residential,2 Story Brick Four Family Flat,,4666.0,45.0,154.66,6952.0,2906,Palm,"{'lat': 38.658537, 'lng': -90.214452}","{'lat': 38.658537, 'lng': -90.214452}"
52180001300,2927-9 Hebert St,3,59,315,Residential,2 Story Brick Four Family Flat,,4370.0,50.0,154.66,7733.0,2927,Hebert,"{'lat': 38.6583058, 'lng': -90.21536979999999}","{'lat': 38.6583058, 'lng': -90.21536979999999}"
52190000200,2936-8 Hebert St,3,59,315,Residential,2 Story Brick Four Family Flat,,4708.0,50.0,154.66,7644.28746,2936,Hebert,"{'lat': 38.657997, 'lng': -90.21598499999999}","{'lat': 38.657997, 'lng': -90.21598499999999}"
52190000500,2920-2 Hebert St,3,59,315,Residential,2 Story Brick Four Family Flat,,,50.0,154.0,7586.643765000002,2920,Hebert,"{'lat': 38.657796, 'lng': -90.21552199999999}","{'lat': 38.657796, 'lng': -90.21552199999999}"
52190000700,2914 Hebert St,3,59,315,Residential,2 Story Brick Two Family Flat,,2544.0,32.5,154.66,4562.0,2914,Hebert,"{'lat': 38.65776049999999, 'lng': -90.215283}","{'lat': 38.65776049999999, 'lng': -90.215283}"
52190001000,2900-2 Hebert St,3,59,315,Residential,2 Story Brick Four Family Flat,,5704.0,52.16,154.66,8090.714594,2900,Hebert,"{'lat': 38.657528, 'lng': -90.2149139}","{'lat': 38.657528, 'lng': -90.2149139}"
52190001400,2917-9 Sullivan Av,3,59,315,Residential,2 Story Brick Four Family Flat,,6100.0,55.0,154.66,8507.0,2917,Sullivan,"{'lat': 38.657255, 'lng': -90.2157555}","{'lat': 38.657255, 'lng': -90.2157555}"
52190001500,2923 Sullivan Av,3,59,315,Residential,2 Story Brick Residence,,1842.0,37.5,154.66,5856.0,2923,Sullivan,"{'lat': 38.65738, 'lng': -90.215784}","{'lat': 38.65738, 'lng': -90.215784}"
52210001000,2900-2 Greer Av,3,59,315,Residential,2 Story Brick Four Family Flat,,6416.0,50.37,132.66,7060.0,2900,Greer,"{'lat': 38.6558539, 'lng': -90.21610539999999}","{'lat': 38.6558539, 'lng': -90.21610539999999}"
18480001000,2739-41 Madison St,3,59,316,Residential,2 Story Brick Four Family Flat,,3600.0,37.0,120.0,4571.0,2739,Madison,"{'lat': 38.6477681, 'lng': -90.2156918}","{'lat': 38.6477681, 'lng': -90.2156918}"
18900003400,2441 Laflin St,3,59,316,Residential,1 Story Brick Residence,,660.0,25.0,120.0,3000.0,2441,Laflin,"{'lat': 38.651125, 'lng': -90.22043599999999}","{'lat': 38.651125, 'lng': -90.22043599999999}"
18930002300,2713-5 Bacon St,3,59,316,Residential,2 Story Brick Two Family Flat,,3672.0,40.0,119.16,4774.0,2713,Bacon,"{'lat': 38.6529578, 'lng': -90.22155060000001}","{'lat': 38.6529578, 'lng': -90.22155060000001}"
10730001500,2521 W Sullivan Av,3,60,317,Residential,1 Story Brick Residence,,990.0,25.0,144.0,3990.0,2521,Sullivan,"{'lat': 38.6558464, 'lng': -90.21082}","{'lat': 38.6558464, 'lng': -90.21082}"
23720001100,3006 Elliott Av,3,59,317,Residential,1 Story Brick Residence,,774.0,25.0,150.0,3605.0,3006,Elliott,"{'lat': 38.6555436, 'lng': -90.2140525}","{'lat': 38.6555436, 'lng': -90.2140525}"
23750000200,2630 Palm St,3,59,317,Residential,2 Story Brick Two Family Flat,,2956.0,35.0,140.0,5037.0,2630,Palm,"{'lat': 38.6582498, 'lng': -90.21382709999999}","{'lat': 38.6582498, 'lng': -90.21382709999999}"
23100000500,1535 Hogan St,3,60,318,Residential,2 Story Brick Residence,,2318.0,25.0,137.0,3422.0,1535,Hogan,"{'lat': 38.6438197, 'lng': -90.201481}","{'lat': 38.6438197, 'lng': -90.201481}"
3600000600,1114 Montgomery St,3,63,319,Residential,2 Story Brick Two Family Flat,,1908.0,25.0,78.0,1756.0,1114,Montgomery,"{'lat': 38.6512873, 'lng': -90.19430440000001}","{'lat': 38.6512873, 'lng': -90.19430440000001}"
3600000650,1112 Montgomery St,3,63,319,Residential,2 Story Brick Two Family Flat,,1908.0,25.0,70.0,1891.0,1112,Montgomery,"{'lat': 38.6512568, 'lng': -90.1942037}","{'lat': 38.6512568, 'lng': -90.1942037}"
11320300900,1413 Dodier St,3,63,341,Residential,2 Story Brick Residence,,2184.0,49.0,113.83,5578.0,1413,Dodier,"{'lat': 38.6525089, 'lng': -90.1986615}","{'lat': 38.6525089, 'lng': -90.1986615}"
11320301000,1415-7 Dodier St,3,63,341,Residential,2 Two Story Brick Two Family Flats,,2576.0,49.0,113.83,5578.0,1415,Dodier,"{'lat': 38.6524472, 'lng': -90.19880739999999}","{'lat': 38.6524472, 'lng': -90.19880739999999}"
11360000500,1942 Hebert St,3,63,341,Residential,2.5 Story Brick Two Family Flat,,2024.0,20.16,158.0,2984.0,1942,Hebert,"{'lat': 38.654459, 'lng': -90.20133899999999}","{'lat': 38.654459, 'lng': -90.20133899999999}"
11390000100,1946-50 Palm St,3,63,341,Residential,1-2 Story Brick Residence,,,50.0,147.33,7477.0,1946,Palm,"{'lat': 38.6556208, 'lng': -90.2014084}","{'lat': 38.6556208, 'lng': -90.2014084}"
11400000300,1916 Palm St,3,63,341,Residential,2 Story Brick Residence,,1464.0,25.0,147.04,3637.97,1916,Palm,"{'lat': 38.655399, 'lng': -90.20007369999999}","{'lat': 38.655399, 'lng': -90.20007369999999}"
11400000400,1914 Palm St,3,63,341,Residential,2.5 Story Brick Residence,,1708.0,25.0,147.04,3636.84,1914,Palm,"{'lat': 38.6553841, 'lng': -90.19997049999999}","{'lat': 38.6553841, 'lng': -90.19997049999999}"
11550000500,3252 19th St,3,65,341,Residential,2 Story Brick Residence,,1772.0,32.83,159.0,5202.9,3252,19th,"{'lat': 38.6560017, 'lng': -90.1991499}","{'lat': 38.6560017, 'lng': -90.1991499}"
11550000700,3256-8 19th St,3,65,341,Residential,2 Two Story Brick Residences,,1926.0,39.04,183.0,6781.03,3256,19th,"{'lat': 38.6561586, 'lng': -90.199156}","{'lat': 38.6561586, 'lng': -90.199156}"
11570000800,3254 N 20th St,3,65,341,Residential,2.5 Story Brick Residence,,2340.0,30.0,126.3,3586.0,3254,20th,"{'lat': 38.6564882, 'lng': -90.2010325}","{'lat': 38.6564882, 'lng': -90.2010325}"
11580000100,3306-8 N 21st St,3,65,341,Residential,3 Story Brick Residence,,3172.0,44.0,126.17,5195.0,3306,21st,"{'lat': 38.6563122, 'lng': -90.20217679999999}","{'lat': 38.6563122, 'lng': -90.20217679999999}"
11580000200,3310-2 N 21st St,3,65,341,Residential,2.5 Story Brick Four Family Flat,,4608.0,38.0,126.0,4614.0,3310,21st,"{'lat': 38.65642769999999, 'lng': -90.2021877}","{'lat': 38.65642769999999, 'lng': -90.2021877}"
11580000400,2010 Branch St,3,65,341,Residential,1.5 Story Brick Residence,,705.0,48.07,30.0,1431.2918195,2010,Branch,"{'lat': 38.6567905, 'lng': -90.2016135}","{'lat': 38.6567905, 'lng': -90.2016135}"
11580001000,3249 N 20th St,3,65,341,Residential,2 Story Brick Residence,,1754.0,30.0,126.0,3470.0,3249,20th,"{'lat': 38.656426, 'lng': -90.2014719}","{'lat': 38.656426, 'lng': -90.2014719}"
11580001300,3239 N 20th St,3,65,341,Residential,3 Story Brick Residence,,1508.0,30.0,126.0,3567.0,3239,20th,"{'lat': 38.6561904, 'lng': -90.20155430000001}","{'lat': 38.6561904, 'lng': -90.20155430000001}"
11590001500,3320-2 N Florissant Av,3,65,341,Residential,2 Story Brick Four Family Flat,,2856.0,42.0,92.0,3286.0,3320,Florissant,"{'lat': 38.6568832, 'lng': -90.20353180000001}","{'lat': 38.6568832, 'lng': -90.20353180000001}"
11600000900,2103 Branch St,3,65,341,Residential,1 Story Brick Residence,,760.0,25.43,135.25,2964.6981775,2103,Branch,"{'lat': 38.6573613, 'lng': -90.2027889}","{'lat': 38.6573613, 'lng': -90.2027889}"
11600001200,2111 Branch St,3,65,341,Residential,1 Story Brick Residence,,760.0,51.9,65.14,3318.0,2111,Branch,"{'lat': 38.6573603, 'lng': -90.2030814}","{'lat': 38.6573603, 'lng': -90.2030814}"
11670001100,3607 N 20th St,3,65,341,Residential,2 Story Brick Residence,,1216.0,35.0,50.0,1673.0,3607,20th,"{'lat': 38.6594841, 'lng': -90.2024816}","{'lat': 38.6594841, 'lng': -90.2024816}"
11670002000,2021 Mallinckrodt St,3,65,341,Residential,2 Story Brick Residence,,,20.0,90.0,2428.0,2021,Mallinckrodt,"{'lat': 38.6591992, 'lng': -90.2030293}","{'lat': 38.6591992, 'lng': -90.2030293}"
11680001850,2017 Destrehan St,3,65,341,Residential,1.5 Story Frame Residence,,940.0,39.0,100.0,3900.0,2017,Destrehan,"{'lat': 38.6583186, 'lng': -90.2024698}","{'lat': 38.6583186, 'lng': -90.2024698}"
11680002000,2019 Destrehan St,3,65,341,Residential,2 Story Frame Residence,,1544.0,26.0,100.0,2724.0,2019,Destrehan,"{'lat': 38.658341, 'lng': -90.20254899999999}","{'lat': 38.658341, 'lng': -90.20254899999999}"
11720500200,1926 Destrehan St,3,65,341,Residential,1 Story Brick Residence,,895.0,35.0,93.0,3255.0,1926,Destrehan,"{'lat': 38.6582501, 'lng': -90.201351}","{'lat': 38.6582501, 'lng': -90.201351}"
11720501500,1919 Agnes St,3,65,341,Residential,1 Story Brick Residence,,704.0,29.0,93.0,2639.305417,1919,Agnes,"{'lat': 38.6580805, 'lng': -90.20090719999999}","{'lat': 38.6580805, 'lng': -90.20090719999999}"
11720600600,1916 Agnes St,3,65,341,Residential,1 Story Brick Residence,,704.0,29.0,93.0,2697.0,1916,Agnes,"{'lat': 38.6577993, 'lng': -90.2007761}","{'lat': 38.6577993, 'lng': -90.2007761}"
11720601900,1923 Angelrodt St,3,65,341,Residential,1 Story Frame Residence,,936.0,30.0,92.8,2804.837028,1923,Angelrodt,"{'lat': 38.6573893, 'lng': -90.20084460000001}","{'lat': 38.6573893, 'lng': -90.20084460000001}"
11730600200,1922 Garden St,3,65,341,Residential,1 Story Brick Residence **,,773.0,30.0,84.5,2489.0,1922,Garden,"{'lat': 38.6588866, 'lng': -90.20148879999999}","{'lat': 38.6588866, 'lng': -90.20148879999999}"
11730600300,1918 Garden St,3,65,341,Residential,2 Story Brick Residence,,1860.0,30.0,83.66,2507.0,1918,Garden,"{'lat': 38.6589642, 'lng': -90.2014712}","{'lat': 38.6589642, 'lng': -90.2014712}"
11810601400,1507 Angelrodt St,3,65,341,Residential,2 Story Frame Residence **,,887.0,25.83,93.83,2424.0,1507,Angelrodt,"{'lat': 38.658002, 'lng': -90.19909299999999}","{'lat': 38.658002, 'lng': -90.19909299999999}"
11810601500,1509 Angelrodt St,3,65,341,Residential,2 Story Brick Residence,,1944.0,26.0,93.75,2438.0,1509,Angelrodt,"{'lat': 38.6579249, 'lng': -90.199165}","{'lat': 38.6579249, 'lng': -90.199165}"
11840301900,3413-5 N 14th St,3,65,341,Residential,2 Story Brick Attached Row House,,2722.0,32.64,86.0,2808.0,3413,14th,"{'lat': 38.6586544, 'lng': -90.1976729}","{'lat': 38.6586544, 'lng': -90.1976729}"
11850001200,1421 Destrehan St,3,65,341,Residential,2 Story Brick Residence,,2955.0,27.0,122.0,2690.0,1421,Destrehan,"{'lat': 38.6594617, 'lng': -90.1987759}","{'lat': 38.6594617, 'lng': -90.1987759}"
11920001400,1108-10 Mallinckrodt St,3,65,341,Residential,2 Story Brick Four Family Flat **,,5049.0,50.0,68.0,3845.0,1108,Mallinckrodt,"{'lat': 38.6605852, 'lng': -90.1976803}","{'lat': 38.6605852, 'lng': -90.1976803}"
11930000500,3414-6 N 14th St,3,65,341,Residential,2 Story Brick Four Family Flat,,3846.0,41.5,121.16,4991.0,3414,14th,"{'lat': 38.658924, 'lng': -90.1972289}","{'lat': 38.658924, 'lng': -90.1972289}"
37300001700,4133 Page Blvd,4,58,231,Residential,2 Story Brick Residence,,1608.0,25.0,153.0,3886.0,4133,Page,"{'lat': 38.6515315, 'lng': -90.23951}","{'lat': 38.6515315, 'lng': -90.23951}"
37320002200,3905 Evans Av,4,58,231,Residential,2 Story Brick Residence,,1678.0,22.85,100.15,3310.0,3905,Evans,"{'lat': 38.650115, 'lng': -90.233289}","{'lat': 38.650115, 'lng': -90.233289}"
37330001300,4030 Evans Av,4,58,231,Residential,2 Story Brick Attached Two Family Flat,,1782.0,18.7,153.0,2861.0,4030,Evans,"{'lat': 38.651018, 'lng': -90.236858}","{'lat': 38.651018, 'lng': -90.236858}"
37330001400,4028 Evans Av,4,58,231,Residential,2 Story Brick Attached Row House,,1782.0,17.76,153.0,2717.0,4028,Evans,"{'lat': 38.6510669, 'lng': -90.2367362}","{'lat': 38.6510669, 'lng': -90.2367362}"
37330001500,4026 Evans Av,4,58,231,Residential,2 Story Brick Attached Two Family Flat,,1782.0,17.76,153.0,2717.0,4026,Evans,"{'lat': 38.6510306, 'lng': -90.2366845}","{'lat': 38.6510306, 'lng': -90.2366845}"
37330001600,4024 Evans Av,4,58,231,Residential,2 Story Brick Attached Row House,,1782.0,18.28,153.0,2796.0,4024,Evans,"{'lat': 38.650945, 'lng': -90.236693}","{'lat': 38.650945, 'lng': -90.236693}"
37330007800,4023 Page Blvd,4,58,231,Residential,2 Story Brick Residence,4000.0,1365.0,29.0,153.0,4437.0,4023,Page,"{'lat': 38.6503899, 'lng': -90.2369076}","{'lat': 38.6503899, 'lng': -90.2369076}"
37330008110,4033 Page Blvd,4,58,231,Residential,2 Story Brick Residence **,,1978.0,44.5,153.0,6809.0,4033,Page,"{'lat': 38.6505531, 'lng': -90.23720089999999}","{'lat': 38.6505531, 'lng': -90.23720089999999}"
37450001100,4232 W Page Blvd,4,58,231,Residential,2 Story Brick Two Family Flat,,2288.0,25.0,165.0,4278.0,4232,Page,"{'lat': 38.652461, 'lng': -90.2430545}","{'lat': 38.652461, 'lng': -90.2430545}"
37240005300,4476-90 Dr Martin Luther King Dr,4,54,234,Mixed,2 Story Brick Mixed Use Building,,,130.0,62.75,8157.0,4476,Dr Martin Luther King,"{'lat': 38.6575235, 'lng': -90.2476844}","{'lat': 38.6575235, 'lng': -90.2476844}"
37720000800,4726-8 Vernon Av,4,54,234,Residential,2 Story Brick Four Family Flat,,4400.0,50.0,145.0,6709.0,4726,Vernon,"{'lat': 38.656759, 'lng': -90.255539}","{'lat': 38.656759, 'lng': -90.255539}"
37720000900,4722 Vernon Av,4,54,234,Residential,2.5 Story Brick Residence,,1774.0,31.3,145.0,4352.0,4722,Vernon,"{'lat': 38.6568218, 'lng': -90.2553994}","{'lat': 38.6568218, 'lng': -90.2553994}"
37720002200,4636 Vernon Av,4,54,234,Residential,2 Story Brick Residence **,,1540.0,25.0,145.0,4207.0,4636,Vernon,"{'lat': 38.656618, 'lng': -90.253929}","{'lat': 38.656618, 'lng': -90.253929}"
37720002400,4632 Vernon Av,4,54,234,Residential,2 Story Brick Residence,,2306.0,25.0,145.0,4769.0,4632,Vernon,"{'lat': 38.6566627, 'lng': -90.2537347}","{'lat': 38.6566627, 'lng': -90.2537347}"
37720004000,4619 Newberry Ter,4,54,234,Residential,2.5 Story Brick Residence,,1470.0,25.0,145.0,3616.0,4619,Newberry,"{'lat': 38.65600800000001, 'lng': -90.25340469999999}","{'lat': 38.65600800000001, 'lng': -90.25340469999999}"
37720006000,4715 Newberry Ter,4,54,234,Residential,2 Story Brick Two Family Flat,,2542.0,25.0,145.0,3819.0,4715,Newberry,"{'lat': 38.6562498, 'lng': -90.2552381}","{'lat': 38.6562498, 'lng': -90.2552381}"
37720006400,4729 Newberry Ter,4,54,234,Residential,2 Story Brick Two Family Flat,,2542.0,25.0,145.0,3625.0,4729,Newberry,"{'lat': 38.6562601, 'lng': -90.2556566}","{'lat': 38.6562601, 'lng': -90.2556566}"
37720006500,4731-3 Newberry Ter,4,54,234,Residential,2 Story Brick Four Family Flat,,4912.0,50.0,145.0,7250.0,4731,Newberry,"{'lat': 38.6562711, 'lng': -90.25581199999999}","{'lat': 38.6562711, 'lng': -90.25581199999999}"
37720006600,4737 Newberry Ter,4,54,234,Residential,3 Story Brick Residence,,1690.0,25.0,145.0,3471.0,4737,Newberry,"{'lat': 38.6562498, 'lng': -90.255953}","{'lat': 38.6562498, 'lng': -90.255953}"
37730000200,4718 Page Blvd,4,54,234,Residential,2 Story Brick Residence,,1504.0,25.0,125.0,3293.0,4718,Page,"{'lat': 38.6581428, 'lng': -90.2558523}","{'lat': 38.6581428, 'lng': -90.2558523}"
37730001300,4670 Page Blvd,4,54,234,Residential,2 Story Brick Two Family Flat,,1854.0,33.0,106.62,3817.0,4670,Page,"{'lat': 38.6577658, 'lng': -90.25498139999999}","{'lat': 38.6577658, 'lng': -90.25498139999999}"
37730001500,4662 Page Blvd,4,54,234,Residential,2 Story Brick Residence,,1854.0,33.0,101.71,3470.0,4662,Page,"{'lat': 38.6576843, 'lng': -90.25479810000002}","{'lat': 38.6576843, 'lng': -90.25479810000002}"
37730001600,4660 Page Blvd,4,54,234,Residential,2 Story Brick Residence,,1916.0,33.0,98.8,2916.0,4660,Page,"{'lat': 38.6576436, 'lng': -90.2546881}","{'lat': 38.6576436, 'lng': -90.2546881}"
37730002000,4646-8 Page Blvd,4,54,234,Residential,2 Story Brick Four Family Flat,,2964.0,33.33,90.93,3237.0,4646,Page,"{'lat': 38.6574418, 'lng': -90.2542928}","{'lat': 38.6574418, 'lng': -90.2542928}"
37730003000,4623 Vernon Av,4,54,234,Residential,2 Story Brick Four Family Flat,,3240.0,82.0,69.5,4046.0,4623,Vernon,"{'lat': 38.6570314, 'lng': -90.2536614}","{'lat': 38.6570314, 'lng': -90.2536614}"
37730003800,4707 Vernon Av,4,54,234,Residential,2 Story Brick Two Family Flat,,2340.0,27.0,108.42,3171.0,4707,Vernon,"{'lat': 38.6571523, 'lng': -90.25461469999999}","{'lat': 38.6571523, 'lng': -90.25461469999999}"
37730004400,4719 Vernon Av,4,54,234,Residential,2 Story Brick Two Family Flat **,,2340.0,27.0,172.0,4428.0,4719,Vernon,"{'lat': 38.6572013, 'lng': -90.255201}","{'lat': 38.6572013, 'lng': -90.255201}"
